customer_id_pref,geolocation_id_pref
CUS37855,GEO3612
CUS37856,GEO17501
CUS37857,GEO7443
CUS37858,GEO5926
CUS37859,GEO16854
CUS37860,GEO16346
CUS37861,GEO17865
CUS37862,GEO7411
CUS37863,GEO11882
CUS37864,GEO5788
CUS37865,GEO4155
CUS37866,GEO5098
CUS37867,GEO4655
CUS37868,GEO913
CUS37869,GEO9549
CUS37870,GEO12558
CUS37871,GEO16533
CUS37872,GEO17277
CUS37873,GEO6575
CUS37874,GEO2539
CUS37875,GEO17277
CUS37876,GEO6832
CUS37877,GEO17418
CUS37878,GEO1493
CUS37879,GEO6508
CUS37880,GEO16480
CUS37881,GEO3510
CUS37882,GEO4096
CUS37883,GEO10158
CUS37884,GEO18661
CUS37885,GEO5757
CUS37886,GEO11873
CUS37887,GEO6139
CUS37888,GEO11637
CUS37889,GEO13321
CUS37890,GEO11661
CUS37891,GEO18900
CUS37892,GEO4613
CUS37893,GEO6726
CUS37894,GEO14102
CUS37895,GEO3470
CUS37896,GEO16777
CUS37897,GEO1809
CUS37898,GEO2357
CUS37899,GEO4851
CUS37900,GEO1908
CUS37901,GEO4503
CUS37902,GEO5995
CUS37903,GEO9305
CUS37904,GEO13638
CUS37905,GEO2861
CUS37906,GEO6389
CUS37907,GEO1039
CUS37908,GEO9976
CUS37909,GEO8229
CUS37910,GEO6003
CUS37911,GEO2190
CUS37912,GEO031
CUS37913,GEO9501
CUS37914,GEO5047
CUS37915,GEO2966
CUS37916,GEO18933
CUS37917,GEO6418
CUS37918,GEO1774
CUS37919,GEO9102
CUS37920,GEO2161
CUS37921,GEO13304
CUS37922,GEO3022
CUS37923,GEO14686
CUS37924,GEO10434
CUS37925,GEO4878
CUS37926,GEO4429
CUS37927,GEO6719
CUS37928,GEO5803
CUS37929,GEO17367
CUS37930,GEO14397
CUS37931,GEO18557
CUS37932,GEO18513
CUS37933,GEO7529
CUS37934,GEO10599
CUS37935,GEO11415
CUS37936,GEO10734
CUS37937,GEO276
CUS37938,GEO17940
CUS37939,GEO9016
CUS37940,GEO1534
CUS37941,GEO10386
CUS37942,GEO11062
CUS37943,GEO9750
CUS37944,GEO323
CUS37945,GEO18094
CUS37946,GEO276
CUS37947,GEO4063
CUS37948,GEO9976
CUS37949,GEO6585
CUS37950,GEO8777
CUS37951,GEO9094
CUS37952,GEO8180
CUS37953,GEO16949
CUS37954,GEO1775
CUS37955,GEO17766
CUS37956,GEO17674
CUS37957,GEO2228
CUS37958,GEO15759
CUS37959,GEO11431
CUS37960,GEO10248
CUS37961,GEO2579
CUS37962,GEO5821
CUS37963,GEO7296
CUS37964,GEO18692
CUS37965,GEO1452
CUS37966,GEO8484
CUS37967,GEO9579
CUS37968,GEO2093
CUS37969,GEO6429
CUS37970,GEO10767
CUS37971,GEO6526
CUS37972,GEO16401
CUS37973,GEO970
CUS37974,GEO5910
CUS37975,GEO1951
CUS37976,GEO10395
CUS37977,GEO11571
CUS37978,GEO5585
CUS37979,GEO5133
CUS37980,GEO2081
CUS37981,GEO5617
CUS37982,GEO15967
CUS37983,GEO2665
CUS37984,GEO16727
CUS37985,GEO3869
CUS37986,GEO3815
CUS37987,GEO9549
CUS37988,GEO7673
CUS37989,GEO602
CUS37990,GEO4824
CUS37991,GEO9506
CUS37992,GEO3479
CUS37993,GEO5214
CUS37994,GEO4609
CUS37995,GEO8999
CUS37996,GEO2496
CUS37997,GEO4357
CUS37998,GEO12889
CUS37999,GEO4323
CUS38000,GEO18236
CUS38001,GEO2675
CUS38002,GEO5584
CUS38003,GEO3860
CUS38004,GEO14353
CUS38005,GEO9203
CUS38006,GEO1945
CUS38007,GEO9721
CUS38008,GEO3237
CUS38009,GEO1531
CUS38010,GEO8017
CUS38011,GEO5650
CUS38012,GEO4827
CUS38013,GEO9579
CUS38014,GEO5815
CUS38015,GEO4354
CUS38016,GEO2817
CUS38017,GEO3934
CUS38018,GEO8428
CUS38019,GEO3974
CUS38020,GEO1647
CUS38021,GEO6580
CUS38022,GEO4607
CUS38023,GEO14443
CUS38024,GEO4203
CUS38025,GEO7662
CUS38026,GEO555
CUS38027,GEO18002
CUS38028,GEO9600
CUS38029,GEO9253
CUS38030,GEO5787
CUS38031,GEO6424
CUS38032,GEO18212
CUS38033,GEO4031
CUS38034,GEO5209
CUS38035,GEO8343
CUS38036,GEO12886
CUS38037,GEO5249
CUS38038,GEO8741
CUS38039,GEO7735
CUS38040,GEO17936
CUS38041,GEO4184
CUS38042,GEO11119
CUS38043,GEO5517
CUS38044,GEO11053
CUS38045,GEO18482
CUS38046,GEO2374
CUS38047,GEO4676
CUS38048,GEO5872
CUS38049,GEO11231
CUS38050,GEO2439
CUS38051,GEO17820
CUS38052,GEO5329
CUS38053,GEO10032
CUS38054,GEO11840
CUS38055,GEO5973
CUS38056,GEO9961
CUS38057,GEO6131
CUS38058,GEO4574
CUS38059,GEO17904
CUS38060,GEO18679
CUS38061,GEO4006
CUS38062,GEO897
CUS38063,GEO9760
CUS38064,GEO8031
CUS38065,GEO11674
CUS38066,GEO5308
CUS38067,GEO8806
CUS38068,GEO678
CUS38069,GEO6609
CUS38070,GEO16467
CUS38071,GEO14282
CUS38072,GEO4123
CUS38073,GEO9537
CUS38074,GEO1701
CUS38075,GEO2738
CUS38076,GEO5692
CUS38077,GEO18455
CUS38078,GEO10040
CUS38079,
CUS38080,GEO16253
CUS38081,GEO1879
CUS38082,GEO10639
CUS38083,GEO1672
CUS38084,GEO8959
CUS38085,GEO5275
CUS38086,GEO6645
CUS38087,GEO18231
CUS38088,GEO15435
CUS38089,GEO4323
CUS38090,GEO13177
CUS38091,GEO17909
CUS38092,GEO7927
CUS38093,GEO8751
CUS38094,GEO18957
CUS38095,GEO4262
CUS38096,GEO6408
CUS38097,GEO6689
CUS38098,GEO6340
CUS38099,GEO7199
CUS38100,GEO4923
CUS38101,GEO4915
CUS38102,GEO5413
CUS38103,GEO4956
CUS38104,GEO9817
CUS38105,GEO4378
CUS38106,GEO16304
CUS38107,GEO6984
CUS38108,GEO559
CUS38109,GEO3452
CUS38110,GEO237
CUS38111,GEO18055
CUS38112,GEO6839
CUS38113,GEO16127
CUS38114,GEO15995
CUS38115,GEO8123
CUS38116,GEO17719
CUS38117,GEO7651
CUS38118,GEO4590
CUS38119,GEO11413
CUS38120,GEO2531
CUS38121,GEO6656
CUS38122,GEO6839
CUS38123,GEO13291
CUS38124,GEO13405
CUS38125,GEO8901
CUS38126,GEO16514
CUS38127,GEO7535
CUS38128,GEO3545
CUS38129,GEO2134
CUS38130,GEO6820
CUS38131,GEO1020
CUS38132,GEO990
CUS38133,GEO7622
CUS38134,GEO3640
CUS38135,GEO3957
CUS38136,GEO18770
CUS38137,GEO5034
CUS38138,GEO15893
CUS38139,GEO4764
CUS38140,GEO11691
CUS38141,GEO13098
CUS38142,GEO4218
CUS38143,GEO8168
CUS38144,GEO13015
CUS38145,GEO4567
CUS38146,GEO7458
CUS38147,GEO14444
CUS38148,GEO16171
CUS38149,GEO16492
CUS38150,GEO17982
CUS38151,GEO9573
CUS38152,GEO16754
CUS38153,GEO9357
CUS38154,GEO5308
CUS38155,GEO4321
CUS38156,GEO8316
CUS38157,GEO10011
CUS38158,GEO6604
CUS38159,GEO209
CUS38160,GEO12941
CUS38161,GEO2324
CUS38162,GEO4274
CUS38163,GEO4655
CUS38164,GEO12474
CUS38165,GEO088
CUS38166,GEO6670
CUS38167,GEO5353
CUS38168,GEO8582
CUS38169,GEO17401
CUS38170,GEO17420
CUS38171,GEO6905
CUS38172,GEO9501
CUS38173,GEO6858
CUS38174,GEO13015
CUS38175,GEO13826
CUS38176,GEO1983
CUS38177,GEO3571
CUS38178,GEO7227
CUS38179,GEO6704
CUS38180,GEO6587
CUS38181,GEO5122
CUS38182,GEO16876
CUS38183,GEO8980
CUS38184,GEO5067
CUS38185,GEO8175
CUS38186,GEO6215
CUS38187,GEO7128
CUS38188,GEO429
CUS38189,GEO1483
CUS38190,GEO5009
CUS38191,GEO16225
CUS38192,GEO8053
CUS38193,GEO3735
CUS38194,GEO3308
CUS38195,GEO16780
CUS38196,GEO5167
CUS38197,GEO15854
CUS38198,GEO7570
CUS38199,GEO4962
CUS38200,GEO8100
CUS38201,GEO4286
CUS38202,GEO2104
CUS38203,GEO9212
CUS38204,GEO302
CUS38205,GEO6095
CUS38206,GEO6470
CUS38207,GEO16967
CUS38208,GEO18133
CUS38209,GEO3238
CUS38210,GEO4529
CUS38211,GEO3767
CUS38212,GEO6670
CUS38213,GEO4274
CUS38214,GEO17936
CUS38215,GEO16040
CUS38216,GEO18792
CUS38217,GEO5667
CUS38218,
CUS38219,GEO4953
CUS38220,GEO16450
CUS38221,GEO18938
CUS38222,GEO6621
CUS38223,GEO463
CUS38224,GEO4258
CUS38225,GEO8777
CUS38226,GEO2306
CUS38227,GEO5085
CUS38228,GEO5138
CUS38229,GEO16175
CUS38230,GEO134
CUS38231,GEO8198
CUS38232,GEO16328
CUS38233,GEO4098
CUS38234,GEO1530
CUS38235,GEO6710
CUS38236,GEO6630
CUS38237,GEO3320
CUS38238,GEO5091
CUS38239,GEO7416
CUS38240,GEO7193
CUS38241,GEO3824
CUS38242,GEO226
CUS38243,GEO5815
CUS38244,
CUS38245,GEO8438
CUS38246,GEO6595
CUS38247,GEO17933
CUS38248,GEO5272
CUS38249,GEO15903
CUS38250,GEO10409
CUS38251,GEO6699
CUS38252,GEO6505
CUS38253,GEO17771
CUS38254,GEO9571
CUS38255,GEO3796
CUS38256,GEO5338
CUS38257,GEO7687
CUS38258,GEO16346
CUS38259,GEO11036
CUS38260,GEO10030
CUS38261,GEO17904
CUS38262,GEO9938
CUS38263,GEO7521
CUS38264,GEO6472
CUS38265,GEO15240
CUS38266,GEO2254
CUS38267,GEO1813
CUS38268,GEO407
CUS38269,GEO12644
CUS38270,GEO1393
CUS38271,GEO5684
CUS38272,GEO4899
CUS38273,GEO17904
CUS38274,GEO147
CUS38275,GEO17607
CUS38276,GEO8767
CUS38277,GEO18876
CUS38278,GEO1535
CUS38279,GEO16512
CUS38280,GEO5359
CUS38281,GEO5520
CUS38282,GEO3681
CUS38283,GEO6245
CUS38284,GEO3866
CUS38285,GEO7720
CUS38286,GEO8311
CUS38287,GEO5045
CUS38288,GEO6963
CUS38289,GEO6601
CUS38290,GEO1902
CUS38291,GEO5107
CUS38292,GEO8153
CUS38293,GEO4502
CUS38294,GEO8520
CUS38295,GEO7384
CUS38296,GEO17426
CUS38297,GEO16000
CUS38298,GEO4529
CUS38299,GEO15257
CUS38300,GEO18331
CUS38301,GEO14797
CUS38302,GEO11869
CUS38303,GEO3771
CUS38304,GEO5335
CUS38305,GEO6419
CUS38306,GEO4822
CUS38307,GEO17092
CUS38308,GEO7275
CUS38309,GEO5988
CUS38310,GEO7973
CUS38311,GEO11629
CUS38312,GEO8714
CUS38313,GEO5689
CUS38314,GEO7639
CUS38315,GEO8410
CUS38316,GEO7921
CUS38317,GEO14982
CUS38318,GEO6720
CUS38319,GEO2219
CUS38320,GEO7618
CUS38321,GEO6319
CUS38322,GEO6639
CUS38323,GEO16009
CUS38324,GEO3610
CUS38325,GEO6725
CUS38326,GEO3385
CUS38327,GEO15752
CUS38328,GEO1543
CUS38329,GEO3284
CUS38330,GEO4554
CUS38331,GEO2654
CUS38332,GEO17549
CUS38333,GEO080
CUS38334,GEO4989
CUS38335,GEO5953
CUS38336,GEO8222
CUS38337,GEO8917
CUS38338,GEO5121
CUS38339,GEO9861
CUS38340,GEO4766
CUS38341,GEO163
CUS38342,GEO6143
CUS38343,GEO11724
CUS38344,GEO10178
CUS38345,GEO4837
CUS38346,GEO6642
CUS38347,GEO16740
CUS38348,GEO3445
CUS38349,GEO4503
CUS38350,GEO7295
CUS38351,GEO6047
CUS38352,GEO3103
CUS38353,GEO8295
CUS38354,GEO9407
CUS38355,GEO10954
CUS38356,GEO4826
CUS38357,GEO17400
CUS38358,GEO1112
CUS38359,GEO6463
CUS38360,GEO9720
CUS38361,GEO3373
CUS38362,GEO12467
CUS38363,GEO14262
CUS38364,GEO12838
CUS38365,GEO7185
CUS38366,GEO3363
CUS38367,GEO10672
CUS38368,GEO18514
CUS38369,GEO10168
CUS38370,GEO13795
CUS38371,GEO7554
CUS38372,GEO8811
CUS38373,GEO16423
CUS38374,GEO1369
CUS38375,GEO17423
CUS38376,GEO3933
CUS38377,GEO4989
CUS38378,GEO4851
CUS38379,GEO6089
CUS38380,GEO4863
CUS38381,GEO15752
CUS38382,GEO8114
CUS38383,GEO1166
CUS38384,GEO4012
CUS38385,GEO8904
CUS38386,GEO6069
CUS38387,GEO3361
CUS38388,GEO9381
CUS38389,GEO6647
CUS38390,GEO13212
CUS38391,GEO2190
CUS38392,GEO16353
CUS38393,GEO9067
CUS38394,GEO9941
CUS38395,GEO237
CUS38396,GEO18657
CUS38397,GEO8190
CUS38398,GEO3122
CUS38399,GEO13832
CUS38400,GEO11094
CUS38401,GEO2241
CUS38402,GEO4836
CUS38403,GEO15896
CUS38404,GEO17109
CUS38405,GEO2442
CUS38406,GEO17290
CUS38407,GEO8137
CUS38408,GEO5264
CUS38409,GEO9548
CUS38410,GEO7696
CUS38411,GEO6358
CUS38412,GEO5011
CUS38413,GEO7769
CUS38414,GEO11151
CUS38415,GEO11655
CUS38416,GEO6024
CUS38417,GEO13335
CUS38418,GEO16812
CUS38419,GEO18058
CUS38420,GEO12633
CUS38421,GEO18253
CUS38422,GEO4367
CUS38423,GEO9398
CUS38424,GEO5911
CUS38425,GEO8151
CUS38426,GEO17664
CUS38427,GEO2562
CUS38428,GEO17724
CUS38429,GEO8173
CUS38430,GEO9184
CUS38431,GEO7176
CUS38432,GEO10478
CUS38433,GEO3993
CUS38434,
CUS38435,GEO12725
CUS38436,GEO3785
CUS38437,GEO12589
CUS38438,GEO5072
CUS38439,GEO4791
CUS38440,GEO3610
CUS38441,GEO5913
CUS38442,GEO8860
CUS38443,GEO190
CUS38444,GEO2256
CUS38445,GEO4493
CUS38446,GEO6654
CUS38447,GEO9016
CUS38448,GEO6726
CUS38449,GEO15244
CUS38450,GEO3366
CUS38451,GEO14566
CUS38452,GEO6395
CUS38453,GEO8631
CUS38454,GEO10400
CUS38455,GEO15806
CUS38456,GEO18666
CUS38457,GEO4921
CUS38458,GEO16789
CUS38459,GEO17421
CUS38460,GEO740
CUS38461,GEO9485
CUS38462,GEO3944
CUS38463,GEO5009
CUS38464,GEO8247
CUS38465,GEO5788
CUS38466,GEO16269
CUS38467,GEO6656
CUS38468,GEO6039
CUS38469,GEO6878
CUS38470,GEO4933
CUS38471,GEO18650
CUS38472,GEO7535
CUS38473,GEO4925
CUS38474,GEO3087
CUS38475,GEO13697
CUS38476,GEO11848
CUS38477,GEO6838
CUS38478,GEO3812
CUS38479,GEO9633
CUS38480,GEO8730
CUS38481,GEO17401
CUS38482,GEO12115
CUS38483,GEO16541
CUS38484,GEO8085
CUS38485,GEO9334
CUS38486,GEO7956
CUS38487,GEO9540
CUS38488,GEO14550
CUS38489,GEO9248
CUS38490,GEO14375
CUS38491,GEO5470
CUS38492,GEO10514
CUS38493,GEO8903
CUS38494,GEO2308
CUS38495,GEO5102
CUS38496,GEO18741
CUS38497,GEO4402
CUS38498,GEO17304
CUS38499,GEO5552
CUS38500,GEO7242
CUS38501,GEO4079
CUS38502,GEO12945
CUS38503,GEO2611
CUS38504,GEO12913
CUS38505,GEO2652
CUS38506,GEO191
CUS38507,GEO1913
CUS38508,GEO5012
CUS38509,GEO8069
CUS38510,GEO6731
CUS38511,GEO18651
CUS38512,GEO2116
CUS38513,GEO4538
CUS38514,GEO7789
CUS38515,GEO9288
CUS38516,GEO081
CUS38517,GEO10549
CUS38518,GEO6639
CUS38519,GEO2330
CUS38520,GEO8114
CUS38521,GEO10941
CUS38522,GEO3126
CUS38523,GEO4838
CUS38524,GEO17937
CUS38525,GEO12467
CUS38526,GEO12997
CUS38527,GEO18438
CUS38528,GEO16015
CUS38529,GEO4017
CUS38530,GEO8100
CUS38531,GEO13693
CUS38532,GEO8591
CUS38533,GEO4921
CUS38534,GEO17980
CUS38535,GEO1955
CUS38536,GEO1670
CUS38537,GEO4540
CUS38538,GEO8545
CUS38539,GEO2623
CUS38540,GEO10880
CUS38541,GEO8646
CUS38542,GEO706
CUS38543,GEO758
CUS38544,GEO2936
CUS38545,GEO8587
CUS38546,GEO3027
CUS38547,GEO4606
CUS38548,GEO1223
CUS38549,GEO8147
CUS38550,GEO11375
CUS38551,GEO5373
CUS38552,GEO6709
CUS38553,GEO3328
CUS38554,GEO6461
CUS38555,GEO5079
CUS38556,GEO8620
CUS38557,GEO11584
CUS38558,GEO8199
CUS38559,GEO3234
CUS38560,GEO7622
CUS38561,GEO17307
CUS38562,GEO5253
CUS38563,GEO6448
CUS38564,GEO4503
CUS38565,GEO3209
CUS38566,GEO6862
CUS38567,GEO1212
CUS38568,GEO17026
CUS38569,GEO17895
CUS38570,GEO5705
CUS38571,GEO6093
CUS38572,GEO2119
CUS38573,GEO10182
CUS38574,GEO3325
CUS38575,GEO6565
CUS38576,GEO3020
CUS38577,GEO5055
CUS38578,GEO14113
CUS38579,GEO16346
CUS38580,GEO5210
CUS38581,GEO16401
CUS38582,GEO8685
CUS38583,GEO9881
CUS38584,GEO15329
CUS38585,GEO4981
CUS38586,GEO4169
CUS38587,GEO11077
CUS38588,GEO7519
CUS38589,GEO6335
CUS38590,GEO2275
CUS38591,GEO17803
CUS38592,GEO12100
CUS38593,GEO9304
CUS38594,GEO10741
CUS38595,GEO16422
CUS38596,GEO6366
CUS38597,GEO14497
CUS38598,GEO067
CUS38599,GEO3911
CUS38600,GEO8475
CUS38601,GEO2202
CUS38602,GEO7060
CUS38603,GEO4359
CUS38604,GEO18707
CUS38605,GEO10037
CUS38606,GEO2264
CUS38607,GEO9024
CUS38608,GEO1509
CUS38609,GEO13619
CUS38610,GEO6539
CUS38611,GEO2978
CUS38612,GEO11266
CUS38613,GEO1092
CUS38614,GEO7876
CUS38615,GEO4001
CUS38616,GEO3556
CUS38617,GEO6351
CUS38618,GEO3598
CUS38619,GEO7623
CUS38620,GEO6560
CUS38621,GEO10186
CUS38622,GEO555
CUS38623,GEO8069
CUS38624,GEO6719
CUS38625,GEO7585
CUS38626,GEO10685
CUS38627,GEO4884
CUS38628,GEO2145
CUS38629,GEO17787
CUS38630,GEO4824
CUS38631,GEO3022
CUS38632,GEO6690
CUS38633,GEO17300
CUS38634,GEO3711
CUS38635,GEO1752
CUS38636,GEO17322
CUS38637,GEO9345
CUS38638,GEO8580
CUS38639,GEO17073
CUS38640,GEO14359
CUS38641,GEO6481
CUS38642,GEO12910
CUS38643,GEO9901
CUS38644,GEO15350
CUS38645,GEO3474
CUS38646,GEO17343
CUS38647,GEO9067
CUS38648,GEO2581
CUS38649,GEO17013
CUS38650,GEO16294
CUS38651,GEO7840
CUS38652,GEO4727
CUS38653,GEO8430
CUS38654,GEO13310
CUS38655,GEO7127
CUS38656,GEO5080
CUS38657,GEO8088
CUS38658,GEO8173
CUS38659,GEO5032
CUS38660,GEO8811
CUS38661,GEO150
CUS38662,GEO5882
CUS38663,GEO1088
CUS38664,GEO7652
CUS38665,GEO10277
CUS38666,GEO17093
CUS38667,GEO6019
CUS38668,GEO6568
CUS38669,GEO1726
CUS38670,GEO4832
CUS38671,GEO6828
CUS38672,GEO8483
CUS38673,GEO7581
CUS38674,GEO4818
CUS38675,GEO2733
CUS38676,GEO4846
CUS38677,GEO4529
CUS38678,GEO18908
CUS38679,GEO7882
CUS38680,GEO4597
CUS38681,GEO8846
CUS38682,GEO2115
CUS38683,GEO2238
CUS38684,GEO11650
CUS38685,GEO13330
CUS38686,GEO4678
CUS38687,GEO8767
CUS38688,GEO8794
CUS38689,GEO4860
CUS38690,GEO13474
CUS38691,GEO16318
CUS38692,GEO15340
CUS38693,GEO7420
CUS38694,GEO14711
CUS38695,GEO9543
CUS38696,GEO6244
CUS38697,GEO1341
CUS38698,GEO8059
CUS38699,GEO18052
CUS38700,GEO3082
CUS38701,GEO1771
CUS38702,GEO6670
CUS38703,GEO2228
CUS38704,GEO1222
CUS38705,GEO8430
CUS38706,GEO6831
CUS38707,GEO17312
CUS38708,GEO10595
CUS38709,GEO16599
CUS38710,GEO1783
CUS38711,GEO6143
CUS38712,GEO10135
CUS38713,GEO1456
CUS38714,GEO8729
CUS38715,GEO10168
CUS38716,GEO17749
CUS38717,GEO15385
CUS38718,GEO18122
CUS38719,GEO10717
CUS38720,GEO6398
CUS38721,GEO5517
CUS38722,GEO4360
CUS38723,GEO3872
CUS38724,GEO5391
CUS38725,GEO11344
CUS38726,GEO4041
CUS38727,GEO12999
CUS38728,GEO3013
CUS38729,GEO4954
CUS38730,GEO15740
CUS38731,GEO2869
CUS38732,GEO3183
CUS38733,GEO1786
CUS38734,GEO18316
CUS38735,GEO6599
CUS38736,GEO8348
CUS38737,GEO8190
CUS38738,GEO6710
CUS38739,GEO11375
CUS38740,GEO3398
CUS38741,GEO9599
CUS38742,GEO16325
CUS38743,GEO14315
CUS38744,GEO16631
CUS38745,GEO4058
CUS38746,GEO15716
CUS38747,GEO6376
CUS38748,GEO16391
CUS38749,GEO6844
CUS38750,GEO5149
CUS38751,GEO15896
CUS38752,GEO7425
CUS38753,GEO1413
CUS38754,GEO9648
CUS38755,GEO10927
CUS38756,GEO740
CUS38757,GEO14839
CUS38758,GEO9385
CUS38759,GEO17591
CUS38760,GEO14431
CUS38761,GEO8685
CUS38762,GEO3959
CUS38763,GEO4840
CUS38764,GEO2048
CUS38765,GEO3284
CUS38766,GEO4050
CUS38767,GEO3284
CUS38768,GEO12580
CUS38769,GEO10784
CUS38770,GEO2432
CUS38771,GEO7664
CUS38772,GEO4416
CUS38773,GEO3478
CUS38774,GEO8807
CUS38775,GEO1936
CUS38776,GEO7526
CUS38777,GEO4612
CUS38778,GEO7718
CUS38779,GEO4360
CUS38780,GEO4203
CUS38781,GEO18532
CUS38782,GEO14666
CUS38783,GEO1069
CUS38784,GEO6607
CUS38785,GEO17588
CUS38786,GEO1014
CUS38787,GEO17657
CUS38788,GEO4809
CUS38789,GEO2723
CUS38790,GEO3134
CUS38791,GEO6127
CUS38792,GEO859
CUS38793,GEO5529
CUS38794,GEO10260
CUS38795,GEO13375
CUS38796,GEO8241
CUS38797,GEO10540
CUS38798,GEO4364
CUS38799,GEO4529
CUS38800,GEO11681
CUS38801,GEO4670
CUS38802,GEO7612
CUS38803,GEO5097
CUS38804,GEO9685
CUS38805,GEO2328
CUS38806,GEO7827
CUS38807,GEO3898
CUS38808,GEO6171
CUS38809,GEO4506
CUS38810,GEO4382
CUS38811,GEO5986
CUS38812,GEO4838
CUS38813,GEO9723
CUS38814,GEO6491
CUS38815,GEO8316
CUS38816,GEO7163
CUS38817,GEO1157
CUS38818,GEO5072
CUS38819,GEO8428
CUS38820,GEO8846
CUS38821,GEO14744
CUS38822,GEO2324
CUS38823,GEO4921
CUS38824,GEO7689
CUS38825,GEO489
CUS38826,GEO6374
CUS38827,GEO7002
CUS38828,GEO1882
CUS38829,GEO6398
CUS38830,GEO15005
CUS38831,GEO8249
CUS38832,GEO3477
CUS38833,GEO4250
CUS38834,GEO4822
CUS38835,GEO5994
CUS38836,GEO3359
CUS38837,GEO8999
CUS38838,GEO2189
CUS38839,GEO9311
CUS38840,GEO6727
CUS38841,GEO1065
CUS38842,GEO8268
CUS38843,GEO12385
CUS38844,GEO4612
CUS38845,GEO7574
CUS38846,GEO702
CUS38847,GEO16958
CUS38848,GEO6601
CUS38849,GEO18265
CUS38850,GEO8161
CUS38851,GEO16120
CUS38852,GEO12565
CUS38853,GEO1810
CUS38854,GEO3585
CUS38855,GEO4884
CUS38856,GEO6039
CUS38857,GEO1765
CUS38858,GEO6963
CUS38859,GEO2644
CUS38860,GEO1030
CUS38861,GEO6192
CUS38862,GEO534
CUS38863,GEO4314
CUS38864,GEO5408
CUS38865,GEO7548
CUS38866,GEO4094
CUS38867,GEO7776
CUS38868,GEO4597
CUS38869,GEO8015
CUS38870,GEO4577
CUS38871,GEO4909
CUS38872,GEO6296
CUS38873,GEO7695
CUS38874,GEO9425
CUS38875,GEO4564
CUS38876,GEO8964
CUS38877,GEO4100
CUS38878,GEO4308
CUS38879,GEO3702
CUS38880,GEO13964
CUS38881,GEO4045
CUS38882,GEO18752
CUS38883,GEO5771
CUS38884,GEO18909
CUS38885,GEO5406
CUS38886,GEO4771
CUS38887,GEO12004
CUS38888,GEO5483
CUS38889,GEO9720
CUS38890,GEO256
CUS38891,GEO4055
CUS38892,GEO3766
CUS38893,GEO12995
CUS38894,GEO9858
CUS38895,GEO6069
CUS38896,GEO5859
CUS38897,GEO4270
CUS38898,GEO3398
CUS38899,GEO8186
CUS38900,GEO5016
CUS38901,GEO7759
CUS38902,GEO13840
CUS38903,GEO4621
CUS38904,GEO17928
CUS38905,GEO3934
CUS38906,GEO5750
CUS38907,GEO4778
CUS38908,GEO6329
CUS38909,GEO8580
CUS38910,GEO3127
CUS38911,GEO12511
CUS38912,GEO9336
CUS38913,GEO661
CUS38914,GEO10435
CUS38915,GEO9720
CUS38916,GEO4502
CUS38917,GEO3494
CUS38918,GEO6302
CUS38919,GEO4310
CUS38920,GEO10767
CUS38921,GEO16538
CUS38922,GEO3864
CUS38923,GEO6404
CUS38924,GEO2116
CUS38925,GEO17274
CUS38926,GEO5270
CUS38927,GEO6623
CUS38928,GEO17969
CUS38929,GEO1511
CUS38930,GEO4977
CUS38931,GEO6579
CUS38932,GEO4841
CUS38933,GEO17115
CUS38934,GEO7727
CUS38935,GEO6724
CUS38936,GEO4354
CUS38937,GEO17267
CUS38938,GEO7780
CUS38939,GEO10333
CUS38940,GEO961
CUS38941,GEO7132
CUS38942,GEO18664
CUS38943,GEO4612
CUS38944,GEO17970
CUS38945,GEO6640
CUS38946,GEO5649
CUS38947,GEO8906
CUS38948,GEO16573
CUS38949,GEO2688
CUS38950,GEO3610
CUS38951,GEO6003
CUS38952,GEO8819
CUS38953,GEO9017
CUS38954,GEO13641
CUS38955,GEO18151
CUS38956,GEO18650
CUS38957,GEO14664
CUS38958,GEO4732
CUS38959,GEO4613
CUS38960,GEO4087
CUS38961,GEO7685
CUS38962,GEO1998
CUS38963,GEO4863
CUS38964,GEO1661
CUS38965,GEO6469
CUS38966,GEO3333
CUS38967,GEO1217
CUS38968,GEO7162
CUS38969,GEO7637
CUS38970,GEO4860
CUS38971,GEO16877
CUS38972,GEO7015
CUS38973,GEO1895
CUS38974,GEO9543
CUS38975,GEO13687
CUS38976,GEO752
CUS38977,GEO10220
CUS38978,GEO11548
CUS38979,GEO2436
CUS38980,GEO5089
CUS38981,GEO9275
CUS38982,GEO9126
CUS38983,GEO5253
CUS38984,GEO8071
CUS38985,GEO1214
CUS38986,GEO18754
CUS38987,GEO13471
CUS38988,GEO4982
CUS38989,GEO6484
CUS38990,GEO7675
CUS38991,GEO6194
CUS38992,GEO5133
CUS38993,GEO9405
CUS38994,GEO4082
CUS38995,GEO2539
CUS38996,GEO4697
CUS38997,GEO8157
CUS38998,GEO4924
CUS38999,GEO14510
CUS39000,GEO3486
CUS39001,GEO4368
CUS39002,GEO1603
CUS39003,GEO2928
CUS39004,GEO4885
CUS39005,GEO845
CUS39006,GEO13099
CUS39007,GEO11362
CUS39008,GEO4385
CUS39009,GEO3103
CUS39010,GEO6584
CUS39011,GEO16480
CUS39012,GEO5480
CUS39013,GEO9633
CUS39014,GEO4752
CUS39015,GEO10173
CUS39016,GEO6401
CUS39017,GEO7310
CUS39018,GEO16911
CUS39019,GEO13216
CUS39020,GEO12181
CUS39021,GEO1437
CUS39022,GEO12803
CUS39023,GEO2994
CUS39024,GEO18698
