orderpayment_id_pref,order_id_pref,payment_sequential,payment_type,payment_installments,payment_value
PAY61838,ORD94180,1,credit_card,4,46.85
PAY61839,ORD32773,1,credit_card,1,96.98
PAY61840,ORD26585,1,credit_card,1,88.18
PAY61841,ORD60598,1,credit_card,1,38.18
PAY61842,ORD63755,1,credit_card,2,52.01
PAY61843,ORD27223,1,credit_card,8,169.86
PAY61844,ORD50974,1,boleto,1,42.77
PAY61845,ORD6361,1,boleto,1,351.64
PAY61846,ORD97672,1,credit_card,3,159.6
PAY61847,ORD663,1,credit_card,1,63.37
PAY61848,ORD37402,1,credit_card,1,295.81
PAY61849,ORD54433,1,credit_card,1,118.17
PAY61850,ORD51922,1,boleto,1,264.07
PAY61851,ORD9201,1,credit_card,10,566.09
PAY61852,ORD88320,1,credit_card,1,41.49
PAY61853,ORD91561,1,boleto,1,67.36
PAY61854,ORD39668,1,boleto,1,94.74
PAY61855,ORD90898,1,credit_card,1,37.58
PAY61856,ORD4552,1,credit_card,1,76.28
PAY61857,ORD33151,1,credit_card,10,664.43
PAY61858,ORD31367,1,boleto,1,88.08
PAY61859,ORD53255,1,credit_card,7,520.0
PAY61860,ORD57680,1,credit_card,3,50.15
PAY61861,ORD32788,1,boleto,1,37.09
PAY61862,ORD88060,1,credit_card,2,174.43
PAY61863,ORD53214,2,voucher,1,20.0
PAY61864,ORD91862,1,credit_card,1,34.78
PAY61865,ORD7843,1,credit_card,3,68.87
PAY61866,ORD82560,1,credit_card,1,78.15
PAY61867,ORD19947,1,boleto,1,152.38
PAY61868,ORD69247,1,boleto,1,196.92
PAY61869,ORD9428,1,boleto,1,594.55
PAY61870,ORD56930,1,credit_card,10,675.94
PAY61871,ORD23256,1,credit_card,8,80.2
PAY61872,ORD60465,1,credit_card,3,186.72
PAY61873,ORD98053,1,credit_card,10,644.54
PAY61874,ORD1045,1,credit_card,1,158.51
PAY61875,ORD87425,1,boleto,1,149.87
PAY61876,ORD52936,1,credit_card,5,103.55
PAY61877,ORD56487,1,credit_card,10,738.0
PAY61878,ORD57316,1,credit_card,10,120.9
PAY61879,ORD92117,1,boleto,1,54.36
PAY61880,ORD37384,2,credit_card,3,36.61
PAY61881,ORD23745,1,credit_card,2,68.73
PAY61882,ORD67264,1,credit_card,4,41.75
PAY61883,ORD20797,2,credit_card,1,52.05
PAY61884,ORD89766,1,credit_card,5,72.52
PAY61885,ORD58704,1,credit_card,10,135.49
PAY61886,ORD43959,1,credit_card,2,166.8
PAY61887,ORD57735,1,credit_card,3,36.46
PAY61888,ORD49218,1,credit_card,5,283.88
PAY61889,ORD65755,1,credit_card,1,31.43
PAY61890,ORD62842,1,boleto,1,53.76
PAY61891,ORD90920,1,credit_card,1,33.11
PAY61892,ORD59394,1,credit_card,1,134.59
PAY61893,ORD1205,1,credit_card,1,47.91
PAY61894,ORD80520,1,credit_card,1,33.97
PAY61895,ORD52111,1,credit_card,1,30.13
PAY61896,ORD98002,1,credit_card,3,128.88
PAY61897,ORD66423,1,credit_card,6,198.25
PAY61898,ORD59804,1,credit_card,1,37.93
PAY61899,ORD27176,1,credit_card,3,115.28
PAY61900,ORD41877,1,credit_card,1,53.81
PAY61901,ORD19406,1,credit_card,1,87.83
PAY61902,ORD48535,1,credit_card,7,117.85
PAY61903,ORD36362,1,debit_card,1,318.97
PAY61904,ORD88368,1,boleto,1,110.0
PAY61905,ORD61396,1,credit_card,2,74.19
PAY61906,ORD99279,1,credit_card,1,78.47
PAY61907,ORD71958,1,credit_card,2,155.64
PAY61908,ORD97723,1,credit_card,1,49.63
PAY61909,ORD66628,1,credit_card,1,37.0
PAY61910,ORD61562,1,boleto,1,207.24
PAY61911,ORD524,1,boleto,1,140.67
PAY61912,ORD94503,1,credit_card,3,142.9
PAY61913,ORD8123,1,boleto,1,79.9
PAY61914,ORD50071,1,boleto,1,20.95
PAY61915,ORD22928,6,voucher,1,50.0
PAY61916,ORD62200,1,credit_card,1,131.78
PAY61917,ORD14674,1,boleto,1,1418.86
PAY61918,ORD16650,1,boleto,1,109.02
PAY61919,ORD44819,1,credit_card,6,184.9
PAY61920,ORD71390,1,credit_card,1,20.99
PAY61921,ORD36653,1,boleto,1,74.5
PAY61922,ORD58215,1,boleto,1,161.62
PAY61923,ORD43648,1,credit_card,1,61.77
PAY61924,ORD91656,1,credit_card,4,102.03
PAY61925,ORD85932,1,credit_card,1,96.8
PAY61926,ORD41187,1,boleto,1,131.31
PAY61927,ORD1825,1,voucher,1,107.48
PAY61928,ORD42487,1,credit_card,1,53.46
PAY61929,ORD15122,1,credit_card,1,125.42
PAY61930,ORD1478,1,credit_card,1,99.65
PAY61931,ORD72258,1,credit_card,2,162.24
PAY61932,ORD78395,1,credit_card,2,116.27
PAY61933,ORD13212,1,credit_card,2,123.53
PAY61934,ORD36834,1,credit_card,2,113.07
PAY61935,ORD97644,1,credit_card,2,120.05
PAY61936,ORD23711,1,credit_card,1,33.52
PAY61937,ORD11951,1,boleto,1,113.15
PAY61938,ORD92678,1,credit_card,10,474.37
PAY61939,ORD42744,1,boleto,1,57.18
PAY61940,ORD93988,1,credit_card,1,134.04
PAY61941,ORD9072,1,credit_card,5,58.64
PAY61942,ORD73973,1,credit_card,10,137.51
PAY61943,ORD15042,1,boleto,1,1315.9
PAY61944,ORD39118,1,credit_card,5,59.84
PAY61945,ORD33287,1,boleto,1,64.62
PAY61946,ORD7632,7,voucher,1,18.16
PAY61947,ORD15145,2,voucher,1,8.13
PAY61948,ORD89280,1,credit_card,10,159.26
PAY61949,ORD40861,1,credit_card,1,242.08
PAY61950,ORD12355,1,credit_card,3,91.0
PAY61951,ORD91602,2,voucher,1,97.98
PAY61952,ORD64686,1,boleto,1,34.15
PAY61953,ORD60357,1,boleto,1,191.0
PAY61954,ORD83689,1,credit_card,1,72.38
PAY61955,ORD36506,1,credit_card,1,74.45
PAY61956,ORD25728,1,credit_card,10,212.8
PAY61957,ORD97587,1,boleto,1,27.39
PAY61958,ORD22467,1,credit_card,2,229.74
PAY61959,ORD88802,1,credit_card,1,16.95
PAY61960,ORD39620,1,credit_card,2,112.81
PAY61961,ORD68377,1,credit_card,4,270.47
PAY61962,ORD94364,1,credit_card,8,1653.6
PAY61963,ORD37036,1,credit_card,1,50.21
PAY61964,ORD92885,1,credit_card,1,24.79
PAY61965,ORD61617,1,boleto,1,37.77
PAY61966,ORD46451,1,credit_card,4,50.82
PAY61967,ORD77734,1,credit_card,3,105.28
PAY61968,ORD72670,1,credit_card,1,135.25
PAY61969,ORD46166,1,credit_card,2,479.44
PAY61970,ORD6648,1,credit_card,3,68.83
PAY61971,ORD12018,1,credit_card,1,43.0
PAY61972,ORD84970,1,credit_card,4,49.53
PAY61973,ORD17318,1,credit_card,1,616.5
PAY61974,ORD45784,1,credit_card,1,563.07
PAY61975,ORD6739,1,credit_card,6,62.12
PAY61976,ORD99170,1,credit_card,1,154.77
PAY61977,ORD44017,1,credit_card,1,33.17
PAY61978,ORD29183,1,boleto,1,197.2
PAY61979,ORD87890,1,credit_card,2,156.51
PAY61980,ORD90871,1,credit_card,1,22.89
PAY61981,ORD51414,1,credit_card,1,16.78
PAY61982,ORD54563,1,credit_card,1,184.94
PAY61983,ORD92895,1,credit_card,3,59.52
PAY61984,ORD55757,1,credit_card,1,85.35
PAY61985,ORD34466,1,credit_card,10,167.6
PAY61986,ORD97797,1,credit_card,5,193.37
PAY61987,ORD71455,1,credit_card,2,139.17
PAY61988,ORD21292,1,credit_card,4,87.66
PAY61989,ORD3607,1,credit_card,2,173.82
PAY61990,ORD59910,1,credit_card,8,141.53
PAY61991,ORD81856,1,credit_card,2,102.03
PAY61992,ORD12657,1,boleto,1,264.49
PAY61993,ORD55997,1,credit_card,1,38.68
PAY61994,ORD40694,1,credit_card,1,91.48
PAY61995,ORD5767,1,boleto,1,69.45
PAY61996,ORD75716,1,credit_card,2,117.88
PAY61997,ORD51248,1,credit_card,1,56.78
PAY61998,ORD48246,1,credit_card,5,286.04
PAY61999,ORD72221,1,credit_card,1,94.37
PAY62000,ORD29080,1,credit_card,1,119.02
PAY62001,ORD99092,1,boleto,1,74.76
PAY62002,ORD34575,1,credit_card,1,137.39
PAY62003,ORD95371,1,credit_card,4,97.52
PAY62004,ORD88843,1,credit_card,6,612.01
PAY62005,ORD31711,1,credit_card,7,305.01
PAY62006,ORD92606,1,boleto,1,58.71
PAY62007,ORD1527,5,voucher,1,50.0
PAY62008,ORD24056,1,credit_card,2,93.68
PAY62009,ORD26443,1,boleto,1,559.23
PAY62010,ORD61469,1,credit_card,1,19.77
PAY62011,ORD62337,1,credit_card,9,114.04
PAY62012,ORD36552,1,boleto,1,32.69
PAY62013,ORD24573,1,credit_card,1,154.73
PAY62014,ORD72061,1,credit_card,2,49.59
PAY62015,ORD99084,1,credit_card,1,111.82
PAY62016,ORD86598,1,credit_card,2,108.88
PAY62017,ORD6379,1,credit_card,8,196.66
PAY62018,ORD30917,1,credit_card,2,110.69
PAY62019,ORD2308,1,boleto,1,33.98
PAY62020,ORD70196,1,boleto,1,35.09
PAY62021,ORD47357,1,boleto,1,628.18
PAY62022,ORD85428,2,voucher,1,115.01
PAY62023,ORD68254,1,credit_card,5,265.9
PAY62024,ORD19347,1,credit_card,1,25.9
PAY62025,ORD29179,1,credit_card,8,253.68
PAY62026,ORD11661,1,credit_card,1,91.79
PAY62027,ORD84109,2,voucher,1,33.34
PAY62028,ORD84490,1,credit_card,3,190.95
PAY62029,ORD61035,1,credit_card,5,102.74
PAY62030,ORD44800,1,credit_card,1,35.13
PAY62031,ORD26843,1,credit_card,1,193.53
PAY62032,ORD54662,1,boleto,1,174.16
PAY62033,ORD70020,1,credit_card,10,2114.63
PAY62034,ORD51743,1,boleto,1,87.58
PAY62035,ORD61632,1,credit_card,8,164.79
PAY62036,ORD68892,1,credit_card,1,98.16
PAY62037,ORD56725,1,boleto,1,57.19
PAY62038,ORD28760,1,credit_card,2,50.95
PAY62039,ORD13134,1,credit_card,6,69.69
PAY62040,ORD79357,1,credit_card,3,174.74
PAY62041,ORD34914,1,credit_card,1,62.91
PAY62042,ORD19187,1,credit_card,5,257.79
PAY62043,ORD52990,1,credit_card,1,30.13
PAY62044,ORD49286,1,credit_card,3,67.62
PAY62045,ORD67751,1,credit_card,3,69.13
PAY62046,ORD23429,1,credit_card,1,69.25
PAY62047,ORD95941,1,credit_card,10,135.3
PAY62048,ORD38677,4,voucher,1,20.45
PAY62049,ORD32234,1,credit_card,2,65.0
PAY62050,ORD62590,1,credit_card,8,86.24
PAY62051,ORD56459,1,credit_card,1,59.83
PAY62052,ORD19002,1,credit_card,4,177.39
PAY62053,ORD13326,1,debit_card,1,140.08
PAY62054,ORD10577,1,credit_card,1,111.55
PAY62055,ORD6477,1,credit_card,4,311.56
PAY62056,ORD29586,1,credit_card,6,138.11
PAY62057,ORD18671,1,boleto,1,182.3
PAY62058,ORD74242,1,credit_card,1,66.78
PAY62059,ORD52062,1,credit_card,5,126.86
PAY62060,ORD15025,1,credit_card,2,92.1
PAY62061,ORD46477,1,credit_card,1,125.26
PAY62062,ORD25744,1,credit_card,1,72.98
PAY62063,ORD50308,1,credit_card,6,89.28
PAY62064,ORD90687,1,credit_card,1,35.71
PAY62065,ORD98661,1,credit_card,2,157.31
PAY62066,ORD64416,1,credit_card,1,55.22
PAY62067,ORD27736,1,credit_card,3,174.21
PAY62068,ORD10112,1,credit_card,2,41.75
PAY62069,ORD37463,1,credit_card,8,81.91
PAY62070,ORD45290,1,credit_card,1,59.72
PAY62071,ORD39989,1,credit_card,1,40.97
PAY62072,ORD74488,3,voucher,1,30.0
PAY62073,ORD25043,1,boleto,1,122.06
PAY62074,ORD17554,1,credit_card,1,107.69
PAY62075,ORD8290,1,boleto,1,159.76
PAY62076,ORD57344,1,credit_card,3,146.44
PAY62077,ORD9644,1,credit_card,10,155.14
PAY62078,ORD56468,1,credit_card,2,37.05
PAY62079,ORD79177,1,credit_card,2,88.34
PAY62080,ORD36585,1,credit_card,8,643.89
PAY62081,ORD28089,1,credit_card,1,53.0
PAY62082,ORD56341,1,credit_card,3,117.85
PAY62083,ORD80196,1,credit_card,8,656.72
PAY62084,ORD83885,1,credit_card,1,39.51
PAY62085,ORD42791,1,credit_card,1,70.28
PAY62086,ORD86139,1,credit_card,1,35.06
PAY62087,ORD43674,1,credit_card,6,1202.64
PAY62088,ORD48745,1,credit_card,10,378.8
PAY62089,ORD85578,1,boleto,1,145.08
PAY62090,ORD33599,1,boleto,1,49.64
PAY62091,ORD62891,1,credit_card,3,35.68
PAY62092,ORD79150,1,credit_card,3,33.0
PAY62093,ORD3052,1,credit_card,1,148.98
PAY62094,ORD69023,1,boleto,1,83.23
PAY62095,ORD1099,1,credit_card,10,294.66
PAY62096,ORD55913,1,boleto,1,170.53
PAY62097,ORD64841,1,credit_card,2,62.69
PAY62098,ORD82992,1,credit_card,3,197.11
PAY62099,ORD64443,1,boleto,1,113.62
PAY62100,ORD28876,1,credit_card,2,197.19
PAY62101,ORD48216,1,credit_card,3,79.71
PAY62102,ORD57633,1,credit_card,8,199.0
PAY62103,ORD91725,1,credit_card,5,475.02
PAY62104,ORD18703,1,credit_card,7,77.57
PAY62105,ORD32593,1,boleto,1,90.84
PAY62106,ORD22240,1,credit_card,4,85.34
PAY62107,ORD9004,1,credit_card,4,819.78
PAY62108,ORD42636,1,credit_card,5,57.0
PAY62109,ORD54016,1,credit_card,4,99.98
PAY62110,ORD49899,1,credit_card,1,38.36
PAY62111,ORD4652,1,credit_card,5,119.84
PAY62112,ORD57984,1,credit_card,1,85.14
PAY62113,ORD77675,1,boleto,1,159.51
PAY62114,ORD50409,1,credit_card,2,118.77
PAY62115,ORD54340,1,boleto,1,641.46
PAY62116,ORD249,1,boleto,1,211.89
PAY62117,ORD39845,1,credit_card,8,88.45
PAY62118,ORD28910,1,debit_card,1,94.61
PAY62119,ORD79770,1,credit_card,1,69.27
PAY62120,ORD75933,1,boleto,1,90.49
PAY62121,ORD46873,1,credit_card,2,52.57
PAY62122,ORD96720,1,credit_card,1,75.67
PAY62123,ORD43244,2,voucher,1,34.28
PAY62124,ORD33414,1,credit_card,1,234.69
PAY62125,ORD67484,1,credit_card,5,96.24
PAY62126,ORD66834,1,credit_card,2,133.69
PAY62127,ORD5895,1,credit_card,4,65.63
PAY62128,ORD26332,1,credit_card,2,98.79
PAY62129,ORD64827,1,credit_card,2,150.0
PAY62130,ORD27522,1,credit_card,1,192.12
PAY62131,ORD17497,1,boleto,1,106.63
PAY62132,ORD85869,1,credit_card,3,181.02
PAY62133,ORD18668,1,credit_card,9,196.92
PAY62134,ORD87306,1,credit_card,10,202.65
PAY62135,ORD16371,1,boleto,1,65.0
PAY62136,ORD24455,1,credit_card,6,125.44
PAY62137,ORD68416,1,credit_card,1,27.6
PAY62138,ORD32008,2,voucher,1,41.71
PAY62139,ORD99198,1,credit_card,1,52.38
PAY62140,ORD21854,1,boleto,1,44.26
PAY62141,ORD55786,1,credit_card,5,95.02
PAY62142,ORD12746,1,credit_card,15,160.51
PAY62143,ORD18918,1,boleto,1,25.13
PAY62144,ORD71227,1,credit_card,1,37.09
PAY62145,ORD24122,1,credit_card,1,92.81
PAY62146,ORD71701,1,credit_card,1,73.65
PAY62147,ORD13649,1,credit_card,7,153.1
PAY62148,ORD43365,1,voucher,1,86.2
PAY62149,ORD26251,1,boleto,1,33.09
PAY62150,ORD60846,1,credit_card,3,173.86
PAY62151,ORD24331,1,credit_card,2,114.79
PAY62152,ORD76764,1,boleto,1,198.47
PAY62153,ORD17839,1,credit_card,1,31.13
PAY62154,ORD90228,1,credit_card,1,134.76
PAY62155,ORD46392,1,credit_card,1,237.52
PAY62156,ORD73194,1,credit_card,8,148.06
PAY62157,ORD58676,1,credit_card,1,33.23
PAY62158,ORD22003,1,credit_card,2,76.74
PAY62159,ORD99393,1,boleto,1,73.17
PAY62160,ORD42671,1,credit_card,10,548.77
PAY62161,ORD5980,1,voucher,1,20.0
PAY62162,ORD16972,1,boleto,1,193.46
PAY62163,ORD38400,1,voucher,1,0.64
PAY62164,ORD15265,1,credit_card,6,62.65
PAY62165,ORD70287,1,credit_card,2,229.81
PAY62166,ORD59336,1,boleto,1,77.57
PAY62167,ORD30906,2,voucher,1,188.9
PAY62168,ORD10732,1,credit_card,1,207.22
PAY62169,ORD49205,1,credit_card,4,103.04
PAY62170,ORD84615,1,credit_card,2,56.78
PAY62171,ORD51236,1,credit_card,1,62.69
PAY62172,ORD10498,1,credit_card,8,121.07
PAY62173,ORD26540,1,credit_card,2,112.28
PAY62174,ORD33519,1,credit_card,5,55.08
PAY62175,ORD14457,1,voucher,1,138.72
PAY62176,ORD93627,1,credit_card,4,42.78
PAY62177,ORD94809,1,credit_card,3,37.1
PAY62178,ORD35736,1,credit_card,1,109.44
PAY62179,ORD6880,1,credit_card,8,192.56
PAY62180,ORD97068,1,credit_card,1,26.69
PAY62181,ORD50362,1,credit_card,1,77.57
PAY62182,ORD6969,1,boleto,1,175.8
PAY62183,ORD96476,1,credit_card,1,33.72
PAY62184,ORD71486,1,credit_card,5,270.67
PAY62185,ORD25394,1,credit_card,6,151.46
PAY62186,ORD13097,1,boleto,1,76.08
PAY62187,ORD34566,1,credit_card,2,92.3
PAY62188,ORD90845,1,credit_card,1,90.73
PAY62189,ORD64089,1,credit_card,3,36.78
PAY62190,ORD67979,1,credit_card,6,227.9
PAY62191,ORD91709,1,credit_card,8,115.65
PAY62192,ORD42216,1,credit_card,1,73.15
PAY62193,ORD35980,1,credit_card,8,88.65
PAY62194,ORD39306,1,voucher,1,1009.98
PAY62195,ORD83106,1,credit_card,1,67.02
PAY62196,ORD81203,1,credit_card,1,240.03
PAY62197,ORD28616,1,credit_card,1,47.62
PAY62198,ORD99431,1,credit_card,2,70.83
PAY62199,ORD96014,1,credit_card,2,159.03
PAY62200,ORD22259,1,credit_card,5,686.58
PAY62201,ORD96124,1,credit_card,1,88.58
PAY62202,ORD82147,3,voucher,1,31.91
PAY62203,ORD55858,1,credit_card,8,349.94
PAY62204,ORD95348,1,credit_card,6,325.33
PAY62205,ORD37229,1,credit_card,3,76.57
PAY62206,ORD77867,1,credit_card,1,109.6
PAY62207,ORD32210,1,credit_card,4,42.27
PAY62208,ORD65063,1,credit_card,4,87.87
PAY62209,ORD31743,1,credit_card,2,47.23
PAY62210,ORD51708,1,credit_card,1,58.73
PAY62211,ORD781,1,credit_card,10,125.43
PAY62212,ORD73824,11,voucher,1,5.99
PAY62213,ORD62965,1,credit_card,1,28.39
PAY62214,ORD29317,1,credit_card,1,145.11
PAY62215,ORD86367,1,boleto,1,76.98
PAY62216,ORD81930,1,credit_card,3,293.46
PAY62217,ORD81851,1,credit_card,1,65.64
PAY62218,ORD23019,1,credit_card,1,52.0
PAY62219,ORD28643,1,credit_card,10,198.19
PAY62220,ORD62416,1,credit_card,10,755.57
PAY62221,ORD7653,1,credit_card,1,94.24
PAY62222,ORD49800,1,credit_card,1,71.14
PAY62223,ORD84053,1,credit_card,1,19.06
PAY62224,ORD86408,1,credit_card,3,100.75
PAY62225,ORD77542,1,voucher,1,121.6
PAY62226,ORD87179,1,boleto,1,29.77
PAY62227,ORD71708,1,credit_card,4,237.52
PAY62228,ORD88337,1,credit_card,7,77.66
PAY62229,ORD56311,1,credit_card,5,97.8
PAY62230,ORD92333,1,credit_card,3,121.09
PAY62231,ORD59238,1,boleto,1,50.5
PAY62232,ORD36024,1,boleto,1,47.68
PAY62233,ORD78729,1,credit_card,6,89.46
PAY62234,ORD65656,1,credit_card,1,26.29
PAY62235,ORD82555,1,credit_card,3,127.09
PAY62236,ORD50908,1,credit_card,3,47.69
PAY62237,ORD24246,1,credit_card,1,63.23
PAY62238,ORD66678,1,credit_card,1,31.75
PAY62239,ORD94402,1,credit_card,1,28.86
PAY62240,ORD10021,1,credit_card,3,113.25
PAY62241,ORD74637,1,boleto,1,45.53
PAY62242,ORD31156,1,credit_card,4,87.16
PAY62243,ORD25470,1,credit_card,2,41.69
PAY62244,ORD25915,1,credit_card,3,33.06
PAY62245,ORD40777,1,credit_card,8,320.1
PAY62246,ORD61381,1,credit_card,1,24.04
PAY62247,ORD70072,1,credit_card,3,300.6
PAY62248,ORD47390,1,credit_card,1,96.8
PAY62249,ORD67290,1,credit_card,1,1.6
PAY62250,ORD54293,1,credit_card,10,329.34
PAY62251,ORD52914,1,credit_card,1,155.68
PAY62252,ORD61548,1,credit_card,3,116.14
PAY62253,ORD94477,1,credit_card,4,196.72
PAY62254,ORD97276,1,credit_card,1,178.21
PAY62255,ORD47502,1,credit_card,5,235.18
PAY62256,ORD17329,1,credit_card,3,146.35
PAY62257,ORD1672,1,credit_card,4,45.0
PAY62258,ORD29920,1,boleto,1,32.37
PAY62259,ORD51399,1,boleto,1,108.83
PAY62260,ORD56972,1,credit_card,1,135.51
PAY62261,ORD18233,1,credit_card,8,868.59
PAY62262,ORD41008,1,credit_card,1,66.46
PAY62263,ORD82017,1,credit_card,6,211.6
PAY62264,ORD46644,1,credit_card,3,500.64
PAY62265,ORD71763,1,voucher,1,20.0
PAY62266,ORD57257,1,credit_card,1,37.85
PAY62267,ORD85641,1,credit_card,1,117.75
PAY62268,ORD81778,2,voucher,1,69.58
PAY62269,ORD66960,1,debit_card,1,238.24
PAY62270,ORD65792,1,credit_card,3,200.33
PAY62271,ORD15418,1,credit_card,1,22.84
PAY62272,ORD45624,1,credit_card,4,163.32
PAY62273,ORD47077,1,credit_card,6,62.05
PAY62274,ORD82241,1,credit_card,2,143.93
PAY62275,ORD30057,1,credit_card,1,84.36
PAY62276,ORD44439,1,credit_card,4,142.68
PAY62277,ORD68422,1,credit_card,1,191.49
PAY62278,ORD34688,1,boleto,1,49.87
PAY62279,ORD80289,1,credit_card,4,46.84
PAY62280,ORD98709,1,credit_card,5,52.92
PAY62281,ORD14716,1,credit_card,2,181.15
PAY62282,ORD55241,1,boleto,1,114.74
PAY62283,ORD70358,1,boleto,1,71.04
PAY62284,ORD54858,1,credit_card,1,32.38
PAY62285,ORD73296,1,boleto,1,86.15
PAY62286,ORD95111,1,credit_card,1,77.47
PAY62287,ORD48454,1,credit_card,3,138.95
PAY62288,ORD83491,1,credit_card,2,106.5
PAY62289,ORD27830,1,credit_card,3,41.79
PAY62290,ORD65854,1,credit_card,1,75.15
PAY62291,ORD9220,1,boleto,1,73.43
PAY62292,ORD62218,1,credit_card,1,81.94
PAY62293,ORD74239,1,credit_card,2,77.08
PAY62294,ORD87920,1,credit_card,2,107.8
PAY62295,ORD26667,1,credit_card,1,173.55
PAY62296,ORD43485,1,credit_card,1,78.55
PAY62297,ORD44918,1,credit_card,1,48.08
PAY62298,ORD56827,1,credit_card,6,78.2
PAY62299,ORD47713,1,credit_card,7,82.69
PAY62300,ORD52279,1,credit_card,2,101.88
PAY62301,ORD32197,1,credit_card,4,82.33
PAY62302,ORD10164,1,credit_card,1,167.02
PAY62303,ORD78433,1,credit_card,10,426.34
PAY62304,ORD95633,1,credit_card,4,622.28
PAY62305,ORD76891,1,boleto,1,56.84
PAY62306,ORD91307,1,credit_card,3,132.04
PAY62307,ORD80849,1,credit_card,4,318.97
PAY62308,ORD73436,1,credit_card,2,32.69
PAY62309,ORD14088,1,credit_card,1,34.0
PAY62310,ORD5020,1,credit_card,10,332.3
PAY62311,ORD54283,1,credit_card,8,112.12
PAY62312,ORD2300,1,credit_card,1,71.17
PAY62313,ORD4511,1,boleto,1,123.49
PAY62314,ORD52350,1,boleto,1,107.87
PAY62315,ORD80647,1,credit_card,1,80.73
PAY62316,ORD7202,1,boleto,1,391.45
PAY62317,ORD78204,1,credit_card,4,106.72
PAY62318,ORD34704,1,credit_card,8,562.03
PAY62319,ORD30844,1,credit_card,3,77.41
PAY62320,ORD26963,1,debit_card,1,336.0
PAY62321,ORD45581,1,credit_card,6,116.36
PAY62322,ORD70360,1,credit_card,2,64.92
PAY62323,ORD95135,1,credit_card,1,81.89
PAY62324,ORD89207,1,credit_card,3,63.11
PAY62325,ORD73464,1,credit_card,6,118.65
PAY62326,ORD23504,1,credit_card,2,84.4
PAY62327,ORD53658,1,credit_card,4,99.43
PAY62328,ORD44903,1,credit_card,6,267.62
PAY62329,ORD10757,1,credit_card,1,32.15
PAY62330,ORD77574,1,credit_card,4,99.9
PAY62331,ORD72622,1,boleto,1,85.79
PAY62332,ORD50831,1,credit_card,3,271.61
PAY62333,ORD27204,1,credit_card,2,112.43
PAY62334,ORD29010,1,credit_card,10,178.43
PAY62335,ORD61177,1,boleto,1,71.56
PAY62336,ORD86970,1,credit_card,1,55.96
PAY62337,ORD93923,1,boleto,1,62.41
PAY62338,ORD45675,1,credit_card,1,53.95
PAY62339,ORD49087,1,credit_card,5,57.09
PAY62340,ORD49688,1,credit_card,1,64.13
PAY62341,ORD42427,1,credit_card,10,1625.94
PAY62342,ORD22471,1,credit_card,10,191.46
PAY62343,ORD91982,1,credit_card,4,96.92
PAY62344,ORD94019,1,boleto,1,132.05
PAY62345,ORD17851,1,credit_card,7,712.71
PAY62346,ORD38326,1,boleto,1,37.53
PAY62347,ORD39071,1,boleto,1,52.52
PAY62348,ORD24748,2,voucher,1,25.0
PAY62349,ORD87891,1,credit_card,1,176.76
PAY62350,ORD77231,2,debit_card,1,147.15
PAY62351,ORD17172,1,credit_card,3,104.66
PAY62352,ORD16884,1,credit_card,2,73.77
PAY62353,ORD39435,1,credit_card,3,172.22
PAY62354,ORD46568,1,credit_card,3,35.38
PAY62355,ORD10734,1,credit_card,1,53.85
PAY62356,ORD99137,1,boleto,1,466.54
PAY62357,ORD33401,1,boleto,1,51.69
PAY62358,ORD40403,1,credit_card,1,77.57
PAY62359,ORD93630,1,credit_card,4,47.69
PAY62360,ORD69562,1,credit_card,4,95.21
PAY62361,ORD26513,1,credit_card,2,169.1
PAY62362,ORD71953,1,credit_card,2,135.0
PAY62363,ORD8880,1,credit_card,1,35.69
PAY62364,ORD27618,1,credit_card,8,193.81
PAY62365,ORD4063,1,credit_card,5,107.78
PAY62366,ORD32198,1,credit_card,10,222.66
PAY62367,ORD71938,1,boleto,1,57.5
PAY62368,ORD79492,1,boleto,1,132.46
PAY62369,ORD27172,1,credit_card,1,51.15
PAY62370,ORD73747,1,credit_card,6,370.23
PAY62371,ORD86487,1,boleto,1,148.58
PAY62372,ORD84011,1,credit_card,6,107.78
PAY62373,ORD17608,1,credit_card,1,137.06
PAY62374,ORD61034,2,voucher,1,30.0
PAY62375,ORD55740,1,credit_card,10,130.52
PAY62376,ORD86902,1,credit_card,2,98.2
PAY62377,ORD38384,1,boleto,1,54.01
PAY62378,ORD95172,1,credit_card,8,86.49
PAY62379,ORD78993,1,boleto,1,188.18
PAY62380,ORD96644,2,voucher,1,4.59
PAY62381,ORD53562,1,credit_card,2,190.13
PAY62382,ORD16768,1,credit_card,3,171.44
PAY62383,ORD39982,2,voucher,1,79.9
PAY62384,ORD68735,1,boleto,1,176.88
PAY62385,ORD31744,1,boleto,1,94.21
PAY62386,ORD76229,1,credit_card,11,116.51
PAY62387,ORD5282,1,credit_card,10,208.63
PAY62388,ORD7682,1,credit_card,3,31.77
PAY62389,ORD91096,1,voucher,1,85.14
PAY62390,ORD745,1,credit_card,5,319.99
PAY62391,ORD42107,1,credit_card,8,99.34
PAY62392,ORD404,1,credit_card,5,145.5
PAY62393,ORD64729,1,credit_card,3,99.99
PAY62394,ORD95262,1,credit_card,1,66.67
PAY62395,ORD97082,1,credit_card,7,158.77
PAY62396,ORD87422,1,credit_card,8,86.94
PAY62397,ORD7319,1,credit_card,1,32.37
PAY62398,ORD48795,1,credit_card,5,122.98
PAY62399,ORD41248,1,credit_card,1,104.5
PAY62400,ORD45211,1,credit_card,2,58.12
