product_simple_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,simple_id
PRO20161,moveis_decoracao,42.0,590.0,1.0,2850.0,30.0,30.0,30.0,20161
PRO20162,utilidades_domesticas,41.0,669.0,1.0,500.0,21.0,10.0,17.0,20162
PRO20163,utilidades_domesticas,59.0,434.0,1.0,300.0,30.0,2.0,16.0,20163
PRO20164,moveis_decoracao,59.0,438.0,1.0,900.0,30.0,4.0,20.0,20164
PRO20165,moveis_decoracao,47.0,2002.0,4.0,150.0,16.0,2.0,11.0,20165
PRO20166,cama_mesa_banho,46.0,400.0,1.0,1000.0,35.0,5.0,20.0,20166
PRO20167,cool_stuff,31.0,804.0,1.0,1185.0,26.0,26.0,33.0,20167
PRO20168,cama_mesa_banho,55.0,605.0,1.0,550.0,16.0,10.0,16.0,20168
PRO20169,eletroportateis,49.0,2370.0,2.0,8050.0,35.0,46.0,35.0,20169
PRO20170,moveis_sala,56.0,1043.0,2.0,3100.0,30.0,11.0,30.0,20170
PRO20171,cama_mesa_banho,50.0,218.0,1.0,3000.0,35.0,15.0,35.0,20171
PRO20172,beleza_saude,41.0,1023.0,1.0,550.0,19.0,12.0,13.0,20172
PRO20173,brinquedos,30.0,1024.0,1.0,887.0,30.0,22.0,20.0,20173
PRO20174,automotivo,59.0,351.0,2.0,250.0,16.0,16.0,16.0,20174
PRO20175,automotivo,29.0,516.0,2.0,15400.0,61.0,61.0,19.0,20175
PRO20176,livros_interesse_geral,48.0,3177.0,1.0,880.0,28.0,6.0,17.0,20176
PRO20177,esporte_lazer,57.0,313.0,6.0,750.0,36.0,20.0,26.0,20177
PRO20178,relogios_presentes,60.0,364.0,2.0,900.0,30.0,10.0,25.0,20178
PRO20179,informatica_acessorios,55.0,252.0,4.0,250.0,16.0,6.0,14.0,20179
PRO20180,beleza_saude,55.0,1508.0,1.0,250.0,19.0,14.0,11.0,20180
PRO20181,cama_mesa_banho,26.0,212.0,2.0,1000.0,30.0,4.0,40.0,20181
PRO20182,cama_mesa_banho,55.0,242.0,2.0,2700.0,37.0,23.0,35.0,20182
PRO20183,cama_mesa_banho,57.0,503.0,1.0,25200.0,58.0,40.0,50.0,20183
PRO20184,fashion_bolsas_e_acessorios,56.0,197.0,5.0,200.0,16.0,16.0,16.0,20184
PRO20185,brinquedos,52.0,418.0,1.0,467.0,21.0,22.0,13.0,20185
PRO20186,moveis_decoracao,58.0,1969.0,2.0,3000.0,69.0,11.0,11.0,20186
PRO20187,cama_mesa_banho,29.0,248.0,1.0,1025.0,35.0,10.0,18.0,20187
PRO20188,fashion_bolsas_e_acessorios,37.0,368.0,4.0,300.0,16.0,9.0,11.0,20188
PRO20189,cama_mesa_banho,45.0,2126.0,1.0,1700.0,30.0,23.0,11.0,20189
PRO20190,telefonia,50.0,375.0,1.0,150.0,19.0,4.0,11.0,20190
PRO20191,sinalizacao_e_seguranca,52.0,729.0,3.0,13750.0,65.0,65.0,22.0,20191
PRO20192,papelaria,52.0,206.0,1.0,290.0,18.0,4.0,14.0,20192
PRO20193,cool_stuff,42.0,1919.0,5.0,650.0,36.0,16.0,11.0,20193
PRO20194,beleza_saude,48.0,204.0,2.0,50.0,19.0,11.0,23.0,20194
PRO20195,cama_mesa_banho,60.0,636.0,1.0,900.0,29.0,8.0,34.0,20195
PRO20196,beleza_saude,54.0,939.0,1.0,250.0,17.0,19.0,15.0,20196
PRO20197,fashion_bolsas_e_acessorios,45.0,1012.0,6.0,100.0,17.0,5.0,19.0,20197
PRO20198,papelaria,44.0,75.0,1.0,100.0,24.0,7.0,14.0,20198
PRO20199,cama_mesa_banho,25.0,352.0,2.0,450.0,45.0,11.0,11.0,20199
PRO20200,bebes,58.0,784.0,2.0,5400.0,25.0,45.0,45.0,20200
PRO20201,telefonia,34.0,162.0,7.0,200.0,19.0,5.0,11.0,20201
PRO20202,relogios_presentes,57.0,613.0,4.0,150.0,16.0,2.0,11.0,20202
PRO20203,eletronicos,45.0,239.0,1.0,150.0,24.0,8.0,13.0,20203
PRO20204,cama_mesa_banho,56.0,729.0,1.0,5200.0,20.0,30.0,30.0,20204
PRO20205,informatica_acessorios,60.0,589.0,1.0,188.0,16.0,16.0,12.0,20205
PRO20206,brinquedos,52.0,859.0,7.0,150.0,16.0,12.0,18.0,20206
PRO20207,relogios_presentes,38.0,545.0,1.0,317.0,17.0,8.0,14.0,20207
PRO20208,bebidas,51.0,823.0,2.0,300.0,16.0,10.0,11.0,20208
PRO20209,malas_acessorios,43.0,533.0,2.0,175.0,16.0,10.0,16.0,20209
PRO20210,beleza_saude,41.0,413.0,3.0,400.0,17.0,38.0,30.0,20210
PRO20211,malas_acessorios,36.0,468.0,1.0,1200.0,40.0,22.0,30.0,20211
PRO20212,automotivo,56.0,875.0,1.0,2363.0,26.0,10.0,26.0,20212
PRO20213,,,,,200.0,16.0,2.0,11.0,20213
PRO20214,utilidades_domesticas,49.0,597.0,3.0,2850.0,50.0,3.0,30.0,20214
PRO20215,papelaria,52.0,92.0,3.0,450.0,20.0,30.0,20.0,20215
PRO20216,telefonia,58.0,373.0,1.0,400.0,23.0,7.0,15.0,20216
PRO20217,esporte_lazer,45.0,577.0,1.0,1454.0,23.0,26.0,23.0,20217
PRO20218,telefonia,48.0,461.0,5.0,150.0,19.0,4.0,11.0,20218
PRO20219,cama_mesa_banho,58.0,1491.0,1.0,1600.0,28.0,10.0,26.0,20219
PRO20220,bebes,46.0,554.0,1.0,17600.0,65.0,36.0,45.0,20220
PRO20221,cama_mesa_banho,60.0,277.0,1.0,1950.0,37.0,8.0,35.0,20221
PRO20222,beleza_saude,60.0,1946.0,4.0,19150.0,87.0,76.0,16.0,20222
PRO20223,beleza_saude,57.0,548.0,1.0,30000.0,55.0,75.0,61.0,20223
PRO20224,relogios_presentes,45.0,482.0,2.0,450.0,23.0,16.0,21.0,20224
PRO20225,ferramentas_jardim,58.0,1318.0,1.0,2500.0,20.0,10.0,20.0,20225
PRO20226,moveis_sala,47.0,1322.0,1.0,24400.0,50.0,50.0,45.0,20226
PRO20227,relogios_presentes,56.0,471.0,1.0,250.0,16.0,11.0,11.0,20227
PRO20228,moveis_decoracao,45.0,520.0,3.0,450.0,30.0,10.0,25.0,20228
PRO20229,bebes,42.0,508.0,1.0,8250.0,44.0,32.0,35.0,20229
PRO20230,automotivo,63.0,437.0,8.0,400.0,24.0,4.0,17.0,20230
PRO20231,esporte_lazer,57.0,419.0,1.0,2500.0,27.0,12.0,22.0,20231
PRO20232,cool_stuff,56.0,330.0,1.0,2000.0,33.0,44.0,19.0,20232
PRO20233,industria_comercio_e_negocios,48.0,1581.0,1.0,7750.0,36.0,51.0,18.0,20233
PRO20234,automotivo,59.0,90.0,1.0,50.0,16.0,5.0,16.0,20234
PRO20235,esporte_lazer,58.0,734.0,2.0,1200.0,82.0,16.0,14.0,20235
PRO20236,esporte_lazer,46.0,563.0,2.0,497.0,19.0,12.0,13.0,20236
PRO20237,eletrodomesticos_2,49.0,1122.0,2.0,2900.0,30.0,30.0,30.0,20237
PRO20238,ferramentas_jardim,60.0,288.0,2.0,400.0,20.0,20.0,20.0,20238
PRO20239,bebes,49.0,138.0,2.0,500.0,25.0,9.0,18.0,20239
PRO20240,cama_mesa_banho,55.0,249.0,1.0,850.0,38.0,10.0,38.0,20240
PRO20241,construcao_ferramentas_jardim,49.0,414.0,1.0,250.0,17.0,7.0,12.0,20241
PRO20242,ferramentas_jardim,60.0,1251.0,2.0,800.0,30.0,10.0,30.0,20242
PRO20243,telefonia,58.0,701.0,1.0,100.0,24.0,10.0,24.0,20243
PRO20244,cama_mesa_banho,42.0,861.0,1.0,600.0,20.0,10.0,20.0,20244
PRO20245,utilidades_domesticas,37.0,539.0,4.0,493.0,20.0,16.0,16.0,20245
PRO20246,utilidades_domesticas,45.0,84.0,1.0,350.0,30.0,20.0,20.0,20246
PRO20247,papelaria,59.0,255.0,3.0,1600.0,18.0,2.0,20.0,20247
PRO20248,fashion_calcados,28.0,284.0,1.0,500.0,30.0,20.0,30.0,20248
PRO20249,livros_tecnicos,36.0,560.0,1.0,600.0,29.0,2.0,23.0,20249
PRO20250,brinquedos,40.0,230.0,1.0,450.0,45.0,15.0,35.0,20250
PRO20251,instrumentos_musicais,53.0,638.0,3.0,250.0,16.0,6.0,11.0,20251
PRO20252,moveis_decoracao,29.0,456.0,4.0,200.0,18.0,6.0,22.0,20252
PRO20253,ferramentas_jardim,60.0,1736.0,6.0,1800.0,25.0,35.0,22.0,20253
PRO20254,construcao_ferramentas_construcao,59.0,145.0,6.0,9700.0,44.0,15.0,33.0,20254
PRO20255,industria_comercio_e_negocios,54.0,2083.0,4.0,850.0,40.0,30.0,30.0,20255
PRO20256,brinquedos,58.0,540.0,5.0,7500.0,100.0,8.0,56.0,20256
PRO20257,brinquedos,56.0,526.0,2.0,450.0,16.0,11.0,16.0,20257
PRO20258,,,,,2800.0,16.0,32.0,16.0,20258
PRO20259,moveis_decoracao,56.0,1463.0,6.0,500.0,16.0,10.0,22.0,20259
PRO20260,beleza_saude,51.0,1916.0,1.0,200.0,25.0,9.0,14.0,20260
PRO20261,esporte_lazer,60.0,328.0,1.0,200.0,26.0,5.0,13.0,20261
PRO20262,consoles_games,17.0,1108.0,3.0,150.0,21.0,3.0,18.0,20262
PRO20263,informatica_acessorios,51.0,472.0,1.0,250.0,18.0,9.0,16.0,20263
PRO20264,casa_construcao,46.0,841.0,4.0,700.0,22.0,18.0,22.0,20264
PRO20265,informatica_acessorios,54.0,1947.0,4.0,750.0,25.0,11.0,15.0,20265
PRO20266,perfumaria,48.0,1335.0,1.0,227.0,17.0,8.0,12.0,20266
PRO20267,industria_comercio_e_negocios,53.0,174.0,2.0,4917.0,33.0,23.0,33.0,20267
PRO20268,pet_shop,53.0,1241.0,1.0,5775.0,25.0,25.0,25.0,20268
PRO20269,cama_mesa_banho,53.0,244.0,1.0,2000.0,45.0,15.0,35.0,20269
PRO20270,moveis_decoracao,40.0,452.0,1.0,7600.0,85.0,10.0,23.0,20270
PRO20271,instrumentos_musicais,59.0,504.0,6.0,6250.0,99.0,28.0,36.0,20271
PRO20272,moveis_decoracao,37.0,678.0,1.0,5400.0,68.0,7.0,68.0,20272
PRO20273,relogios_presentes,62.0,807.0,4.0,400.0,16.0,13.0,13.0,20273
PRO20274,beleza_saude,54.0,508.0,1.0,566.0,37.0,12.0,29.0,20274
PRO20275,bebes,37.0,497.0,4.0,150.0,16.0,7.0,11.0,20275
PRO20276,beleza_saude,31.0,1337.0,6.0,650.0,25.0,15.0,15.0,20276
PRO20277,informatica_acessorios,44.0,914.0,1.0,193.0,16.0,16.0,13.0,20277
PRO20278,automotivo,51.0,761.0,6.0,600.0,26.0,16.0,18.0,20278
PRO20279,eletroportateis,60.0,71.0,1.0,275.0,23.0,18.0,28.0,20279
PRO20280,fashion_underwear_e_moda_praia,55.0,487.0,3.0,250.0,17.0,9.0,27.0,20280
PRO20281,informatica_acessorios,60.0,2605.0,3.0,600.0,35.0,5.0,15.0,20281
PRO20282,ferramentas_jardim,44.0,358.0,1.0,900.0,16.0,7.0,21.0,20282
PRO20283,moveis_decoracao,59.0,438.0,1.0,1000.0,30.0,4.0,20.0,20283
PRO20284,informatica_acessorios,20.0,159.0,1.0,433.0,21.0,15.0,11.0,20284
PRO20285,artigos_de_festas,53.0,332.0,1.0,2100.0,30.0,35.0,30.0,20285
PRO20286,brinquedos,56.0,661.0,9.0,1700.0,40.0,8.0,30.0,20286
PRO20287,informatica_acessorios,58.0,1031.0,1.0,233.0,15.0,11.0,14.0,20287
PRO20288,brinquedos,57.0,679.0,5.0,6750.0,55.0,15.0,16.0,20288
PRO20289,pet_shop,49.0,403.0,1.0,100.0,16.0,16.0,16.0,20289
PRO20290,brinquedos,56.0,455.0,2.0,1800.0,42.0,20.0,40.0,20290
PRO20291,ferramentas_jardim,55.0,1154.0,1.0,6500.0,29.0,21.0,11.0,20291
PRO20292,telefonia,54.0,838.0,2.0,600.0,16.0,2.0,11.0,20292
PRO20293,bebes,39.0,779.0,2.0,14150.0,52.0,63.0,31.0,20293
PRO20294,beleza_saude,53.0,885.0,4.0,667.0,30.0,14.0,16.0,20294
PRO20295,,,,,4200.0,31.0,23.0,26.0,20295
PRO20296,moveis_decoracao,52.0,747.0,4.0,14500.0,40.0,60.0,40.0,20296
PRO20297,esporte_lazer,44.0,1675.0,1.0,300.0,18.0,11.0,16.0,20297
PRO20298,cama_mesa_banho,42.0,458.0,1.0,1840.0,48.0,8.0,39.0,20298
PRO20299,informatica_acessorios,47.0,493.0,1.0,245.0,19.0,14.0,14.0,20299
PRO20300,pet_shop,59.0,803.0,1.0,550.0,20.0,40.0,20.0,20300
PRO20301,pet_shop,47.0,481.0,1.0,150.0,16.0,17.0,17.0,20301
PRO20302,industria_comercio_e_negocios,60.0,705.0,5.0,5000.0,45.0,27.0,36.0,20302
PRO20303,eletroportateis,60.0,179.0,2.0,350.0,16.0,35.0,25.0,20303
PRO20304,esporte_lazer,48.0,683.0,1.0,875.0,19.0,19.0,19.0,20304
PRO20305,construcao_ferramentas_construcao,28.0,210.0,1.0,1100.0,20.0,20.0,20.0,20305
PRO20306,beleza_saude,54.0,2359.0,1.0,1563.0,22.0,17.0,18.0,20306
PRO20307,automotivo,52.0,510.0,1.0,600.0,20.0,20.0,20.0,20307
PRO20308,livros_interesse_geral,59.0,573.0,1.0,243.0,16.0,15.0,16.0,20308
PRO20309,moveis_cozinha_area_de_servico_jantar_e_jardim,56.0,652.0,2.0,9200.0,31.0,31.0,31.0,20309
PRO20310,bebes,59.0,556.0,3.0,9800.0,65.0,60.0,15.0,20310
PRO20311,esporte_lazer,45.0,2768.0,3.0,200.0,18.0,16.0,11.0,20311
PRO20312,telefonia,44.0,169.0,1.0,100.0,16.0,4.0,11.0,20312
PRO20313,cama_mesa_banho,30.0,1036.0,1.0,700.0,45.0,10.0,35.0,20313
PRO20314,brinquedos,38.0,217.0,1.0,400.0,45.0,15.0,35.0,20314
PRO20315,beleza_saude,57.0,425.0,1.0,30000.0,55.0,75.0,61.0,20315
PRO20316,automotivo,54.0,705.0,3.0,100.0,16.0,6.0,11.0,20316
PRO20317,utilidades_domesticas,14.0,116.0,1.0,50.0,20.0,5.0,20.0,20317
PRO20318,beleza_saude,59.0,560.0,1.0,258.0,18.0,16.0,14.0,20318
PRO20319,beleza_saude,39.0,1314.0,2.0,1286.0,20.0,13.0,17.0,20319
PRO20320,informatica_acessorios,56.0,1455.0,3.0,250.0,16.0,3.0,11.0,20320
PRO20321,moveis_decoracao,30.0,232.0,1.0,700.0,21.0,28.0,21.0,20321
PRO20322,cama_mesa_banho,58.0,168.0,1.0,1100.0,31.0,8.0,21.0,20322
PRO20323,livros_interesse_geral,43.0,713.0,1.0,1600.0,25.0,7.0,18.0,20323
PRO20324,beleza_saude,60.0,2983.0,7.0,2525.0,26.0,16.0,31.0,20324
PRO20325,cama_mesa_banho,53.0,337.0,3.0,1850.0,45.0,15.0,35.0,20325
PRO20326,fashion_bolsas_e_acessorios,48.0,589.0,4.0,300.0,22.0,14.0,22.0,20326
PRO20327,cool_stuff,47.0,409.0,2.0,900.0,20.0,20.0,20.0,20327
PRO20328,cool_stuff,53.0,1549.0,2.0,2000.0,20.0,46.0,13.0,20328
PRO20329,esporte_lazer,58.0,791.0,1.0,2300.0,40.0,6.0,46.0,20329
PRO20330,cool_stuff,56.0,404.0,4.0,2100.0,44.0,16.0,42.0,20330
PRO20331,fashion_calcados,43.0,455.0,4.0,700.0,36.0,18.0,27.0,20331
PRO20332,cool_stuff,51.0,871.0,1.0,6050.0,50.0,40.0,18.0,20332
PRO20333,relogios_presentes,40.0,1291.0,1.0,17175.0,23.0,13.0,12.0,20333
PRO20334,beleza_saude,45.0,670.0,1.0,736.0,16.0,12.0,14.0,20334
PRO20335,climatizacao,60.0,724.0,1.0,4800.0,53.0,21.0,36.0,20335
PRO20336,cool_stuff,44.0,422.0,4.0,3288.0,25.0,45.0,25.0,20336
PRO20337,eletronicos,47.0,219.0,2.0,100.0,19.0,5.0,13.0,20337
PRO20338,bebes,54.0,704.0,3.0,6300.0,60.0,20.0,50.0,20338
PRO20339,utilidades_domesticas,49.0,771.0,1.0,4200.0,38.0,38.0,38.0,20339
PRO20340,cama_mesa_banho,57.0,189.0,1.0,1600.0,46.0,3.0,34.0,20340
PRO20341,alimentos,58.0,1195.0,1.0,229.0,18.0,10.0,16.0,20341
PRO20342,utilidades_domesticas,52.0,514.0,3.0,600.0,17.0,7.0,12.0,20342
PRO20343,ferramentas_jardim,26.0,201.0,1.0,500.0,16.0,21.0,11.0,20343
PRO20344,,,,,1800.0,40.0,10.0,40.0,20344
PRO20345,utilidades_domesticas,56.0,422.0,2.0,1900.0,100.0,3.0,15.0,20345
PRO20346,perfumaria,28.0,609.0,1.0,70.0,17.0,6.0,12.0,20346
PRO20347,automotivo,60.0,627.0,6.0,650.0,40.0,5.0,40.0,20347
PRO20348,informatica_acessorios,41.0,533.0,1.0,150.0,16.0,6.0,14.0,20348
PRO20349,utilidades_domesticas,39.0,285.0,3.0,700.0,16.0,15.0,12.0,20349
PRO20350,cama_mesa_banho,33.0,247.0,2.0,1200.0,40.0,10.0,30.0,20350
PRO20351,brinquedos,48.0,804.0,2.0,800.0,36.0,31.0,26.0,20351
PRO20352,utilidades_domesticas,43.0,965.0,1.0,650.0,16.0,17.0,11.0,20352
PRO20353,beleza_saude,48.0,706.0,1.0,1400.0,16.0,15.0,15.0,20353
PRO20354,relogios_presentes,57.0,160.0,3.0,250.0,16.0,2.0,11.0,20354
PRO20355,moveis_decoracao,39.0,534.0,1.0,650.0,65.0,2.0,13.0,20355
PRO20356,moveis_decoracao,39.0,317.0,1.0,1550.0,37.0,10.0,29.0,20356
PRO20357,cama_mesa_banho,58.0,512.0,1.0,2250.0,38.0,8.0,38.0,20357
PRO20358,cama_mesa_banho,53.0,244.0,1.0,500.0,45.0,15.0,35.0,20358
PRO20359,perfumaria,41.0,482.0,1.0,325.0,21.0,14.0,15.0,20359
PRO20360,esporte_lazer,48.0,370.0,1.0,125.0,18.0,5.0,14.0,20360
PRO20361,cama_mesa_banho,54.0,794.0,1.0,1000.0,70.0,10.0,11.0,20361
PRO20362,moveis_decoracao,56.0,548.0,6.0,750.0,36.0,21.0,36.0,20362
PRO20363,moveis_decoracao,42.0,1481.0,3.0,1800.0,80.0,10.0,15.0,20363
PRO20364,papelaria,55.0,873.0,5.0,650.0,25.0,25.0,25.0,20364
PRO20365,,,,,1500.0,33.0,4.0,33.0,20365
PRO20366,eletrodomesticos,60.0,215.0,1.0,200.0,18.0,8.0,13.0,20366
PRO20367,consoles_games,49.0,243.0,1.0,200.0,26.0,7.0,16.0,20367
PRO20368,papelaria,50.0,684.0,2.0,100.0,16.0,2.0,11.0,20368
PRO20369,esporte_lazer,52.0,628.0,7.0,1800.0,25.0,30.0,40.0,20369
PRO20370,beleza_saude,46.0,99.0,2.0,250.0,20.0,10.0,15.0,20370
PRO20371,relogios_presentes,55.0,626.0,1.0,400.0,23.0,15.0,19.0,20371
PRO20372,cama_mesa_banho,31.0,352.0,2.0,450.0,45.0,11.0,11.0,20372
PRO20373,brinquedos,36.0,515.0,1.0,289.0,17.0,15.0,17.0,20373
PRO20374,cama_mesa_banho,52.0,160.0,1.0,350.0,16.0,16.0,16.0,20374
PRO20375,construcao_ferramentas_construcao,30.0,453.0,1.0,100.0,16.0,7.0,12.0,20375
PRO20376,esporte_lazer,38.0,1067.0,4.0,433.0,23.0,12.0,17.0,20376
PRO20377,brinquedos,56.0,927.0,4.0,450.0,21.0,36.0,11.0,20377
PRO20378,telefonia,58.0,818.0,5.0,150.0,17.0,4.0,12.0,20378
PRO20379,telefonia,59.0,818.0,6.0,350.0,17.0,4.0,12.0,20379
PRO20380,cama_mesa_banho,54.0,577.0,1.0,5350.0,16.0,50.0,40.0,20380
PRO20381,eletroportateis,54.0,1001.0,1.0,2150.0,20.0,25.0,32.0,20381
PRO20382,telefonia,50.0,609.0,3.0,250.0,18.0,4.0,12.0,20382
PRO20383,bebes,54.0,509.0,1.0,16550.0,72.0,25.0,55.0,20383
PRO20384,papelaria,58.0,771.0,9.0,450.0,16.0,20.0,20.0,20384
PRO20385,cine_foto,60.0,2064.0,1.0,200.0,16.0,8.0,11.0,20385
PRO20386,cool_stuff,53.0,1621.0,2.0,133.0,16.0,9.0,13.0,20386
PRO20387,beleza_saude,42.0,563.0,2.0,6050.0,50.0,50.0,35.0,20387
PRO20388,livros_interesse_geral,37.0,2578.0,1.0,400.0,23.0,2.0,16.0,20388
PRO20389,beleza_saude,32.0,534.0,2.0,150.0,17.0,9.0,12.0,20389
PRO20390,brinquedos,33.0,924.0,2.0,1700.0,40.0,20.0,40.0,20390
PRO20391,beleza_saude,36.0,121.0,1.0,100.0,20.0,15.0,15.0,20391
PRO20392,brinquedos,55.0,567.0,6.0,200.0,16.0,9.0,11.0,20392
PRO20393,brinquedos,46.0,364.0,2.0,2900.0,20.0,11.0,11.0,20393
PRO20394,moveis_decoracao,63.0,233.0,8.0,2300.0,42.0,17.0,32.0,20394
PRO20395,bebes,46.0,715.0,6.0,260.0,24.0,19.0,20.0,20395
PRO20396,industria_comercio_e_negocios,47.0,896.0,1.0,250.0,16.0,11.0,16.0,20396
PRO20397,esporte_lazer,38.0,420.0,1.0,3400.0,85.0,6.0,23.0,20397
PRO20398,fashion_roupa_masculina,33.0,805.0,2.0,300.0,16.0,2.0,11.0,20398
PRO20399,automotivo,55.0,1122.0,3.0,450.0,16.0,5.0,11.0,20399
PRO20400,automotivo,40.0,2723.0,4.0,25150.0,63.0,63.0,38.0,20400
PRO20401,beleza_saude,57.0,698.0,3.0,968.0,31.0,8.0,11.0,20401
PRO20402,utilidades_domesticas,55.0,429.0,3.0,8200.0,35.0,40.0,35.0,20402
PRO20403,beleza_saude,51.0,405.0,2.0,150.0,20.0,20.0,20.0,20403
PRO20404,perfumaria,35.0,707.0,3.0,505.0,19.0,11.0,14.0,20404
PRO20405,perfumaria,36.0,47.0,2.0,160.0,17.0,10.0,14.0,20405
PRO20406,beleza_saude,54.0,116.0,1.0,350.0,19.0,11.0,15.0,20406
PRO20407,moveis_decoracao,52.0,1000.0,6.0,2050.0,25.0,85.0,15.0,20407
PRO20408,automotivo,56.0,534.0,2.0,950.0,50.0,10.0,30.0,20408
PRO20409,moveis_decoracao,46.0,1757.0,3.0,250.0,23.0,28.0,23.0,20409
PRO20410,esporte_lazer,47.0,900.0,1.0,117.0,16.0,14.0,16.0,20410
PRO20411,automotivo,43.0,294.0,3.0,220.0,16.0,10.0,13.0,20411
PRO20412,consoles_games,24.0,879.0,1.0,130.0,18.0,3.0,15.0,20412
PRO20413,informatica_acessorios,48.0,208.0,1.0,100.0,16.0,8.0,12.0,20413
PRO20414,esporte_lazer,60.0,113.0,1.0,300.0,16.0,18.0,11.0,20414
PRO20415,brinquedos,23.0,246.0,1.0,800.0,28.0,6.0,20.0,20415
PRO20416,brinquedos,24.0,669.0,1.0,1050.0,24.0,29.0,23.0,20416
PRO20417,informatica_acessorios,45.0,401.0,1.0,88.0,16.0,16.0,12.0,20417
PRO20418,beleza_saude,58.0,2881.0,1.0,250.0,17.0,11.0,15.0,20418
PRO20419,cama_mesa_banho,51.0,204.0,1.0,2200.0,55.0,25.0,35.0,20419
PRO20420,relogios_presentes,50.0,1263.0,2.0,400.0,16.0,11.0,12.0,20420
PRO20421,perfumaria,32.0,265.0,1.0,8086.0,19.0,13.0,13.0,20421
PRO20422,brinquedos,54.0,704.0,10.0,5100.0,29.0,15.0,40.0,20422
PRO20423,moveis_decoracao,53.0,608.0,2.0,400.0,30.0,4.0,20.0,20423
PRO20424,cama_mesa_banho,59.0,641.0,1.0,1300.0,16.0,10.0,16.0,20424
PRO20425,fashion_underwear_e_moda_praia,49.0,724.0,2.0,400.0,20.0,5.0,20.0,20425
PRO20426,market_place,29.0,1841.0,1.0,800.0,23.0,5.0,16.0,20426
PRO20427,utilidades_domesticas,47.0,485.0,5.0,1250.0,30.0,14.0,28.0,20427
PRO20428,moveis_decoracao,27.0,490.0,6.0,200.0,16.0,16.0,16.0,20428
PRO20429,beleza_saude,41.0,482.0,1.0,450.0,16.0,12.0,13.0,20429
PRO20430,bebes,60.0,551.0,4.0,300.0,20.0,20.0,11.0,20430
PRO20431,moveis_decoracao,39.0,354.0,1.0,1850.0,30.0,30.0,30.0,20431
PRO20432,construcao_ferramentas_construcao,55.0,216.0,6.0,11850.0,50.0,38.0,50.0,20432
PRO20433,beleza_saude,23.0,692.0,1.0,1400.0,18.0,27.0,11.0,20433
PRO20434,eletrodomesticos,60.0,171.0,1.0,1600.0,60.0,8.0,36.0,20434
PRO20435,automotivo,60.0,244.0,1.0,480.0,27.0,8.0,14.0,20435
PRO20436,esporte_lazer,31.0,236.0,2.0,1250.0,60.0,15.0,15.0,20436
PRO20437,beleza_saude,47.0,1474.0,3.0,150.0,43.0,13.0,14.0,20437
PRO20438,brinquedos,59.0,508.0,1.0,1150.0,16.0,27.0,23.0,20438
PRO20439,cama_mesa_banho,55.0,210.0,1.0,5350.0,40.0,20.0,40.0,20439
PRO20440,eletrodomesticos,38.0,928.0,2.0,1200.0,28.0,8.0,13.0,20440
PRO20441,brinquedos,53.0,286.0,2.0,300.0,16.0,20.0,20.0,20441
PRO20442,utilidades_domesticas,60.0,158.0,1.0,475.0,20.0,20.0,20.0,20442
PRO20443,beleza_saude,39.0,1269.0,1.0,2200.0,36.0,27.0,19.0,20443
PRO20444,informatica_acessorios,60.0,1224.0,2.0,4300.0,18.0,15.0,25.0,20444
PRO20445,utilidades_domesticas,59.0,1996.0,1.0,8950.0,40.0,30.0,40.0,20445
PRO20446,construcao_ferramentas_iluminacao,55.0,3681.0,7.0,1050.0,25.0,20.0,20.0,20446
PRO20447,livros_interesse_geral,33.0,754.0,1.0,475.0,26.0,5.0,18.0,20447
PRO20448,moveis_decoracao,46.0,709.0,1.0,1400.0,50.0,30.0,30.0,20448
PRO20449,beleza_saude,46.0,140.0,1.0,700.0,21.0,7.0,12.0,20449
PRO20450,telefonia,49.0,297.0,1.0,200.0,19.0,4.0,11.0,20450
PRO20451,utilidades_domesticas,59.0,543.0,2.0,2150.0,47.0,23.0,27.0,20451
PRO20452,utilidades_domesticas,42.0,799.0,4.0,9850.0,31.0,61.0,31.0,20452
PRO20453,cama_mesa_banho,53.0,597.0,1.0,6550.0,30.0,30.0,30.0,20453
PRO20454,cama_mesa_banho,31.0,216.0,1.0,800.0,65.0,10.0,45.0,20454
PRO20455,automotivo,38.0,361.0,1.0,50.0,35.0,4.0,26.0,20455
PRO20456,utilidades_domesticas,59.0,2507.0,1.0,400.0,18.0,18.0,14.0,20456
PRO20457,brinquedos,43.0,597.0,4.0,350.0,20.0,10.0,20.0,20457
PRO20458,moveis_decoracao,57.0,184.0,11.0,2200.0,36.0,21.0,36.0,20458
PRO20459,automotivo,59.0,1658.0,3.0,550.0,16.0,21.0,18.0,20459
PRO20460,utilidades_domesticas,60.0,518.0,1.0,3500.0,35.0,24.0,25.0,20460
PRO20461,esporte_lazer,56.0,1295.0,1.0,700.0,18.0,18.0,18.0,20461
PRO20462,perfumaria,38.0,242.0,1.0,429.0,20.0,12.0,14.0,20462
PRO20463,fashion_bolsas_e_acessorios,59.0,1718.0,5.0,100.0,17.0,5.0,19.0,20463
PRO20464,malas_acessorios,59.0,849.0,1.0,3100.0,62.0,20.0,40.0,20464
PRO20465,telefonia,45.0,301.0,2.0,125.0,19.0,4.0,11.0,20465
PRO20466,cama_mesa_banho,46.0,643.0,4.0,600.0,38.0,7.0,30.0,20466
