seller_simple_id,zip_code_prefix,seller_city,seller_state,simple_id
SEL1424,3035,sao paulo,SP,1424
SEL1425,29010,vitoria,ES,1425
SEL1426,35501,divinopolis,MG,1426
SEL1427,22775,rio de janeiro,RJ,1427
SEL1428,14910,tabatinga,SP,1428
SEL1429,30421,belo horizonte,MG,1429
SEL1430,15025,sao jose do rio preto,SP,1430
SEL1431,3550,sao paulo,SP,1431
SEL1432,2022,sao paulo,SP,1432
SEL1433,89251,jaragua do sul,SC,1433
SEL1434,14940,ibitinga,SP,1434
SEL1435,7183,guarulhos,SP,1435
SEL1436,36504,uba,MG,1436
SEL1437,95900,lajeado,RS,1437
SEL1438,14940,ibitinga,SP,1438
SEL1439,51250,recife,PE,1439
SEL1440,31210,belo horizonte,MG,1440
SEL1441,93608,estancia velha,RS,1441
SEL1442,15085,sao jose do rio preto,SP,1442
SEL1443,87043,maringa,PR,1443
SEL1444,13056,campinas,SP,1444
SEL1445,18130,sao roque,SP,1445
SEL1446,37540,santa rita do sapucai,MG,1446
SEL1447,94910,cachoeirinha,RS,1447
SEL1448,36200,barbacena/ minas gerais,MG,1448
SEL1449,82320,curitiba,PR,1449
SEL1450,88301,itajai,SP,1450
SEL1451,3477,sao paulo,SP,1451
SEL1452,9434,ribeirao pires,SP,1452
SEL1453,17560,vera cruz,SP,1453
SEL1454,12914,braganca paulista,SP,1454
SEL1455,32140,contagem,MG,1455
SEL1456,11015,santos,SP,1456
SEL1457,88037,florianopolis,SC,1457
SEL1458,14020,ribeirao preto,SP,1458
SEL1459,99500,carazinho,RS,1459
SEL1460,59152,parnamirim,RN,1460
SEL1461,9560,sao caetano do sul,SP,1461
SEL1462,9810,sao bernardo do campo,SP,1462
SEL1463,1530,sao paulo,SP,1463
SEL1464,13086,campinas,SP,1464
SEL1465,80020,curitiba,PR,1465
SEL1466,85851,foz do iguacu,PR,1466
SEL1467,18074,sorocaba,SP,1467
SEL1468,6080,osasco,SP,1468
SEL1469,6162,osasco,SP,1469
SEL1470,30285,belo horizonte,MG,1470
SEL1471,1210,sao paulo,SP,1471
SEL1472,8710,mogi das cruzes,SP,1472
SEL1473,13322,salto,SP,1473
SEL1474,3568,sao paulo,SP,1474
SEL1475,98803,santo angelo,RS,1475
SEL1476,21941,rio de janeiro,RJ,1476
SEL1477,9060,santo andre,SP,1477
SEL1478,80240,curitiba,PR,1478
SEL1479,14870,jaboticabal,SP,1479
SEL1480,14940,ibitinga,SP,1480
SEL1481,30315,belo horizonte,MG,1481
SEL1482,14315,batatais,SP,1482
SEL1483,87030,maringa,PR,1483
SEL1484,13272,valinhos,SP,1484
SEL1485,3448,sao paulo,SP,1485
SEL1486,1212,sao paulo,SP,1486
SEL1487,12240,sao jose dos campos,SP,1487
SEL1488,4615,sao paulo,SP,1488
SEL1489,15804,catanduva,SP,1489
SEL1490,9360,maua,SP,1490
SEL1491,7241,guarulhos,SP,1491
SEL1492,82515,curitiba,PR,1492
SEL1493,87140,paincandu,PR,1493
SEL1494,13087,campinas,SP,1494
SEL1495,88136,palhoca,SP,1495
SEL1496,13503,rio claro,SP,1496
SEL1497,8752,mogi das cruzes,SP,1497
SEL1498,9163,santo andre,SP,1498
SEL1499,2750,sao paulo,SP,1499
SEL1500,20910,rio de janeiro,RJ,1500
SEL1501,28605,nova friburgo,RJ,1501
SEL1502,13322,salto,SP,1502
SEL1503,5713,sao paulo,SP,1503
SEL1504,2925,sao paulo,SP,1504
SEL1505,25803,tres rios,RJ,1505
SEL1506,15130,mirassol,SP,1506
SEL1507,5083,sao paulo,SP,1507
SEL1508,13043,campinas,SP,1508
SEL1509,30620,belo horizonte,MG,1509
SEL1510,1042,sao paulo,SP,1510
SEL1511,12228,sao jose dos campos,SP,1511
SEL1512,9111,santo andre,SP,1512
SEL1513,15170,tanabi,SP,1513
SEL1514,3470,sao paulo,SP,1514
SEL1515,74645,goiania,GO,1515
SEL1516,36500,uba,MG,1516
SEL1517,13660,portoferreira,SP,1517
SEL1518,26125,belford roxo,RJ,1518
SEL1519,3643,sao paulo,SP,1519
SEL1520,18080,sorocaba,SP,1520
SEL1521,4810,sao paulo,SP,1521
SEL1522,7032,guarulhos,SP,1522
SEL1523,14312,batatais,SP,1523
SEL1524,2737,sao paulo,SP,1524
SEL1525,6449,barueri,SP,1525
SEL1526,4255,sao paulo,SP,1526
SEL1527,8410,sao paulo,SP,1527
SEL1528,7074,guarulhos,SP,1528
SEL1529,18087,sorocaba,SP,1529
SEL1530,4403,sao paulo,SP,1530
SEL1531,14940,ibitinga,SP,1531
SEL1532,13360,capivari,SP,1532
SEL1533,14806,araraquara,SP,1533
SEL1534,71691,brasilia,DF,1534
SEL1535,14802,araraquara,SP,1535
SEL1536,13257,itatiba,SP,1536
SEL1537,70767,brasilia,DF,1537
SEL1538,4534,sao paulo,SP,1538
SEL1539,21041,rio de janeiro,RJ,1539
SEL1540,87114,sarandi,PR,1540
SEL1541,8223,sao paulo,SP,1541
SEL1542,5767,sao paulo,SP,1542
SEL1543,18110,votorantim,SP,1543
SEL1544,22790,rio de janeiro,RJ,1544
SEL1545,6700,cotia,SP,1545
SEL1546,3520,sao paulo,SP,1546
SEL1547,13920,pedreira,SP,1547
SEL1548,14140,cravinhos,SP,1548
SEL1549,80310,curitiba,PR,1549
SEL1550,80710,curitiba,PR,1550
SEL1551,73020,brasilia,DF,1551
SEL1552,8140,sao paulo,SP,1552
SEL1553,89803,chapeco,SP,1553
SEL1554,75650,morrinhos,GO,1554
SEL1555,1545,sao paulo,SP,1555
SEL1556,14709,bebedouro,SP,1556
SEL1557,29032,vitoria,ES,1557
SEL1558,74560,goiania,GO,1558
SEL1559,89201,joinville,SC,1559
SEL1560,6268,osasco,SP,1560
SEL1561,95913,lajeado,RS,1561
SEL1562,83507,almirante tamandare,PR,1562
SEL1563,19025,presidente prudente,SP,1563
SEL1564,4719,sao paulo,SP,1564
SEL1565,14781,barretos,SP,1565
SEL1566,11250,bertioga,SP,1566
SEL1567,2941,sao paulo,SP,1567
SEL1568,1022,sao paulo,SP,1568
SEL1569,94451,viamao,RS,1569
SEL1570,2537,sao paulo,SP,1570
SEL1571,60110,fortaleza,CE,1571
SEL1572,59077,natal,RN,1572
SEL1573,2972,sao paulo,SP,1573
SEL1574,13210,jundiai,SP,1574
SEL1575,15155,jaci,SP,1575
SEL1576,37704,pocos de caldas,MG,1576
SEL1577,86702,arapongas,PR,1577
SEL1578,95800,venancio aires,RS,1578
SEL1579,20930,rio de janeiro,RJ,1579
SEL1580,30150,belo horizonte,MG,1580
SEL1581,4130,sao paulo - sp,SP,1581
SEL1582,81530,curitiba,PR,1582
SEL1583,14940,ibitinga,SP,1583
SEL1584,82540,curitiba,PR,1584
SEL1585,86800,apucarana,PR,1585
SEL1586,31255,belo horizont,MG,1586
SEL1587,13481,limeira,SP,1587
SEL1588,81350,curitiba,PR,1588
SEL1589,21340,rio de janeiro,RJ,1589
SEL1590,90240,porto alegre,RS,1590
SEL1591,5138,sao paulo,SP,1591
SEL1592,21210,rio de janeiro,RJ,1592
SEL1593,7025,guarulhos,SP,1593
SEL1594,1035,sao paulo,SP,1594
SEL1595,3655,sao paulo,SP,1595
SEL1596,13848,mogi guacu,SP,1596
SEL1597,13560,sao carlos,SP,1597
SEL1598,87900,loanda,PR,1598
SEL1599,4141,sao paulo,SP,1599
SEL1600,14808,araraquara,SP,1600
SEL1601,80430,curitiba,PR,1601
SEL1602,85804,cascavel,PR,1602
SEL1603,4133,sao paulo,SP,1603
SEL1604,93900,ivoti,RS,1604
SEL1605,3635,sao paulo,SP,1605
SEL1606,4424,sao paulo,SP,1606
SEL1607,30170,belo horizonte,MG,1607
SEL1608,80010,curitiba,PR,1608
SEL1609,8180,sao paulo,SP,1609
SEL1610,3589,sao paulo,SP,1610
SEL1611,86385,andira-pr,PR,1611
SEL1612,9572,sao caetano do sul,SP,1612
SEL1613,58073,joao pessoa,PB,1613
SEL1614,89120,timbo,SC,1614
SEL1615,4361,sao paulo,SP,1615
SEL1616,81350,curitiba,PR,1616
SEL1617,15840,itajobi,SP,1617
SEL1618,6154,osasco,SP,1618
SEL1619,3933,sao paulo,SP,1619
SEL1620,90220,porto alegre,RS,1620
SEL1621,86706,arapongas,PR,1621
SEL1622,9130,santo andre,SP,1622
SEL1623,7400,aruja,SP,1623
SEL1624,13560,sao carlos,SP,1624
SEL1625,18611,botucatu,SP,1625
SEL1626,88132,palhoca,SC,1626
SEL1627,88330,balneario camboriu,SC,1627
SEL1628,11704,praia grande,SP,1628
SEL1629,32604,betim,MG,1629
SEL1630,3820,sao paulo,SP,1630
SEL1631,35570,formiga,MG,1631
SEL1632,93700,campo bom,RS,1632
SEL1633,1131,sao paulo,SP,1633
SEL1634,6780,taboao da serra,SP,1634
SEL1635,6132,osasco,SP,1635
SEL1636,1127,sao paulo,SP,1636
SEL1637,18760,cerqueira cesar,SP,1637
SEL1638,12952,atibaia,SP,1638
SEL1639,15845,marapoama,SP,1639
SEL1640,95885,imigrante,RS,1640
SEL1641,80740,curitiba,PR,1641
SEL1642,18120,mairinque,SP,1642
SEL1643,83020,sao jose dos pinhais,SP,1643
SEL1644,13570,sao carlos,SP,1644
SEL1645,1207,sao paulo sp,SP,1645
SEL1646,4558,sao paulo,SP,1646
SEL1647,95020,caxias do sul,RS,1647
SEL1648,13843,mogi guacu,SP,1648
SEL1649,1039,sao paulo,SP,1649
SEL1650,20081,rio de janeiro / rio de janeiro,RJ,1650
SEL1651,90670,porto alegre,RS,1651
SEL1652,9070,santo andre,SP,1652
SEL1653,89219,joinville,SC,1653
SEL1654,4571,sao paulo,SP,1654
SEL1655,13170,sumare,SP,1655
SEL1656,95910,lajeado,RS,1656
SEL1657,37795,andradas,SP,1657
SEL1658,87015,maringa,PR,1658
SEL1659,2611,sao paulo,SP,1659
SEL1660,35501,divinopolis,MG,1660
SEL1661,4123,sao paulo,SP,1661
SEL1662,2316,sao paulo,SP,1662
SEL1663,22745,rio de janeiro,RJ,1663
SEL1664,26230,nova iguacu,RJ,1664
SEL1665,12327,jacarei,SP,1665
SEL1666,9931,diadema,SP,1666
SEL1667,9190,sando andre,SP,1667
SEL1668,80320,curitiba,PR,1668
SEL1669,85906,toledo,PR,1669
SEL1670,25070,duque de caxias,RJ,1670
SEL1671,3178,sao paulo,SP,1671
SEL1672,14403,franca,SP,1672
SEL1673,72580,brasilia,DF,1673
SEL1674,13382,nova odessa,SP,1674
SEL1675,6420,barueri,SP,1675
SEL1676,5413,sao paulo,SP,1676
SEL1677,50751,recife,PE,1677
SEL1678,13145,paulinia,SP,1678
SEL1679,15502,votuporanga,SP,1679
SEL1680,37640,extrema,MG,1680
SEL1681,15400,olimpia,SP,1681
SEL1682,13486,limeira,SP,1682
SEL1683,1311,sao paulo,SP,1683
SEL1684,4142,sao paulo,SP,1684
SEL1685,7112,guarulhos,SP,1685
SEL1686,9015,santo andre,SP,1686
SEL1687,23943,angra dos reis rj,RJ,1687
SEL1688,9015,santo andre,SP,1688
SEL1689,6763,taboao da serra,SP,1689
SEL1690,1129,sao paulo,SP,1690
SEL1691,6180,osasco,SP,1691
SEL1692,88359,brusque,SC,1692
SEL1693,86020,londrina,PR,1693
SEL1694,31160,belo horizonte,MG,1694
SEL1695,85904,toledo,PR,1695
SEL1696,87505,umuarama,PR,1696
SEL1697,5008,sao paulo,SP,1697
SEL1698,16200,birigui,SP,1698
SEL1699,4142,sao paulo,SP,1699
SEL1700,60025,fortaleza,CE,1700
SEL1701,24855,rio de janeiro,RJ,1701
SEL1702,82400,curitiba,PR,1702
SEL1703,80050,curitiba,PR,1703
SEL1704,74230,goiania,GO,1704
SEL1705,99670,ronda alta,RS,1705
SEL1706,5303,sao  paulo,SP,1706
SEL1707,2030,sao paulo,SP,1707
SEL1708,3185,sao paulo,SP,1708
SEL1709,2976,sao paulo,SP,1709
SEL1710,11370,sao vicente,SP,1710
SEL1711,88704,tubarao,SC,1711
SEL1712,14940,ibitinga,SP,1712
SEL1713,83327,pinhais/pr,PR,1713
SEL1714,93180,portao,RS,1714
SEL1715,13145,paulinia,SP,1715
SEL1716,13478,americana,SP,1716
SEL1717,81810,curitiba,PR,1717
SEL1718,11900,registro,SP,1718
SEL1719,35570,formiga,MG,1719
SEL1720,86065,londrina,PR,1720
SEL1721,81320,curitiba,PR,1721
SEL1722,3561,sao paulo,SP,1722
SEL1723,4445,sao paulo,SP,1723
SEL1724,80220,curitiba,PR,1724
SEL1725,89030,blumenau,SC,1725
SEL1726,81730,curitiba,PR,1726
SEL1727,21041,rio de janeiro,RJ,1727
SEL1728,19023,presidente prudente,SP,1728
SEL1729,9687,ao bernardo do campo,SP,1729
SEL1730,8452,sao paulo,SP,1730
SEL1731,6060,osasco,SP,1731
SEL1732,82510,curitiba,PR,1732
SEL1733,92010,canoas,RS,1733
SEL1734,14090,ribeirao preto,SP,1734
SEL1735,8032,sao paulo,SP,1735
SEL1736,37564,borda da mata,MG,1736
SEL1737,1319,sao paulo,SP,1737
SEL1738,28630,nova friburgo,RJ,1738
SEL1739,9912,diadema,SP,1739
SEL1740,35557,carmo do cajuru,MG,1740
SEL1741,14940,ibitinga,SP,1741
SEL1742,3951,sao paulo,SP,1742
SEL1743,7123,guarulhos,SP,1743
SEL1744,84020,ponta grossa,PR,1744
SEL1745,8431,sao paulo,SP,1745
SEL1746,4773,sao paulo,SP,1746
SEL1747,6268,osasco,SP,1747
SEL1748,3423,sao paulo,SP,1748
SEL1749,2611,sao paulo,SP,1749
SEL1750,22061,rio de janeiro,RJ,1750
SEL1751,5424,sao paulo,SP,1751
SEL1752,80030,curitiba,PR,1752
SEL1753,6807,embu das artes,SP,1753
SEL1754,80045,curitiba,PR,1754
SEL1755,15940,fernando prestes,SP,1755
SEL1756,39801,castro pires,MG,1756
SEL1757,3520,sao paulo,SP,1757
SEL1758,13806,mogi mirim,SP,1758
SEL1759,13880,vargem grande do sul,SP,1759
SEL1760,3638,sao paulo,SP,1760
SEL1761,4310,sao paulo,SP,1761
SEL1762,5181,sao paulo,SP,1762
SEL1763,80710,curitiba,PR,1763
SEL1764,88061,florianopolis,SC,1764
SEL1765,7082,guarulhos,SP,1765
SEL1766,13060,campinas,SP,1766
SEL1767,5594,sao paulo,SP,1767
SEL1768,9721,sao bernardo do campo,SP,1768
SEL1769,13500,rio claro,SP,1769
SEL1770,82940,curitiba,PR,1770
SEL1771,17580,pompeia,SP,1771
SEL1772,15502,votuporanga,SP,1772
SEL1773,98975,campina das missoes,RS,1773
SEL1774,14110,ribeirao preto,SP,1774
SEL1775,3658,sao paulo,SP,1775
SEL1776,1206,sao paulo,SP,1776
SEL1777,80730,curitiba,PR,1777
SEL1778,18015,sorocaba,SP,1778
SEL1779,4708,sao paulo,SP,1779
SEL1780,88802,criciuma,SC,1780
SEL1781,74565,goiania,GO,1781
SEL1782,12940,atibaia,SP,1782
SEL1783,12062,taubate,SP,1783
SEL1784,2955,sao paulo,SP,1784
SEL1785,14079,ribeirao preto,SP,1785
SEL1786,4773,sao paulo,SP,1786
SEL1787,6340,carapicuiba,SP,1787
SEL1788,28941,sao pedro da aldeia,RJ,1788
SEL1789,83323,pinhais,PR,1789
SEL1790,14940,ibitinga,SP,1790
SEL1791,13321,salto,SP,1791
SEL1792,17510,marilia,SP,1792
SEL1793,6455,barueri,SP,1793
SEL1794,14530,miguelopolis,SP,1794
SEL1795,72304,brasilia,DF,1795
SEL1796,3701,sao paulo,SP,1796
SEL1797,2470,sao paulo,SP,1797
SEL1798,52020,recife,PE,1798
SEL1799,13070,campinas,SP,1799
SEL1800,6330,carapicuiba,SP,1800
SEL1801,18053,sorocaba,SP,1801
SEL1802,3187,sao paulo,SP,1802
SEL1803,7600,mairipora,SP,1803
SEL1804,15810,catanduva,SP,1804
SEL1805,82620,curitiba,PR,1805
SEL1806,2050,sao paulo,SP,1806
SEL1807,4367,sao paulo,SP,1807
SEL1808,17230,itapui,SP,1808
SEL1809,13033,campinas,SP,1809
SEL1810,25730,petropolis,RJ,1810
SEL1811,13023,campinas,SP,1811
SEL1812,2134,sao paulo,SP,1812
SEL1813,37135,alfenas,MG,1813
SEL1814,3006,sao paulo,SP,1814
SEL1815,9861,sbc,SP,1815
SEL1816,80330,curitiba,PR,1816
SEL1817,3265,sao paulo,SP,1817
SEL1818,80220,curitiba,PR,1818
SEL1819,24710,sao goncalo,RJ,1819
SEL1820,86076,londrina,SP,1820
SEL1821,4905,sao paulo,SP,1821
SEL1822,13920,pedreira,SP,1822
SEL1823,15806,catanduva,SP,1823
SEL1824,21545,rio de janeiro,RJ,1824
SEL1825,37564,borda da mata,MG,1825
SEL1826,37795,andradas,MG,1826
SEL1827,49980,neopolis,SE,1827
SEL1828,8599,itaquaquecetuba,SP,1828
SEL1829,17320,mineiros do tiete,SP,1829
SEL1830,13224,varzea paulista,SP,1830
SEL1831,3563,sao paulo,SP,1831
SEL1832,7859,franco da rocha,SP,1832
SEL1833,13500,rio claro,SP,1833
SEL1834,6332,carapicuiba,SP,1834
SEL1835,13212,jundiai,SP,1835
SEL1836,82400,curitiba,PR,1836
SEL1837,14092,ribeirao preto,SP,1837
SEL1838,14075,ribeirao preto,SP,1838
SEL1839,34006,nova lima,MG,1839
SEL1840,36201,barbacena,MG,1840
SEL1841,12238,sao jose dos campos,SP,1841
SEL1842,9360,maua,SP,1842
SEL1843,7747,caieiras,SP,1843
SEL1844,4160,sao paulo,SP,1844
SEL1845,9725,sao bernardo do campo,SP,1845
SEL1846,9131,santo andre,SP,1846
SEL1847,15290,buritama,SP,1847
SEL1848,14407,franca,SP,1848
SEL1849,87504,umuarama,PR,1849
SEL1850,75650,morrinhos,GO,1850
SEL1851,99700,erechim,RS,1851
SEL1852,18200,itapetininga,SP,1852
SEL1853,4710,sao paulo,SP,1853
SEL1854,3631,sao paulo,SP,1854
SEL1855,12240,sao jose dos campos,SP,1855
SEL1856,13835,conchal,SP,1856
SEL1857,8270,sao paulo,SP,1857
SEL1858,89870,pinhalzinho,SC,1858
SEL1859,18015,sorocaba,SP,1859
SEL1860,90230,porto alegre,RS,1860
SEL1861,3062,sao paulo,SP,1861
SEL1862,12224,sao jose dos campos,SP,1862
SEL1863,13690,descalvado,SP,1863
SEL1864,11075,santos,SP,1864
SEL1865,85200,pitanga,PR,1865
SEL1866,22793,rio de janeiro,RJ,1866
SEL1867,4870,sao paulo,SP,1867
SEL1868,80230,curitiba,PR,1868
SEL1869,9210,santo andre,SP,1869
SEL1870,13070,campinas,SP,1870
SEL1871,13880,vargem grande do sul,SP,1871
SEL1872,1209,sao paulo,SP,1872
SEL1873,88354,brusque,SC,1873
SEL1874,13405,piracicaba,SP,1874
SEL1875,4365,sao paulo,SP,1875
SEL1876,17515,marilia,SP,1876
SEL1877,3134,sao paulo,SP,1877
SEL1878,95020,caxias do sul,RS,1878
SEL1879,96400,bage,RS,1879
SEL1880,3667,sao paulo,SP,1880
SEL1881,5126,sao paulo,SP,1881
SEL1882,86600,rolandia,PR,1882
SEL1883,89190,taio,SC,1883
SEL1884,6803,embu das artes,SP,1884
SEL1885,3210,sao paulo,SP,1885
SEL1886,18025,sorocaba,SP,1886
SEL1887,16200,birigui,SP,1887
SEL1888,1026,sao paulo,SP,1888
SEL1889,4058,sao paulo,SP,1889
SEL1890,16021,sp,SP,1890
SEL1891,13457,santa barbara d'oeste,SP,1891
SEL1892,14020,ribeirao preto,SP,1892
SEL1893,19800,assis,SP,1893
SEL1894,25645,petropolis,RJ,1894
SEL1895,4319,sao paulo,SP,1895
SEL1896,38701,patos de minas,MG,1896
SEL1897,3916,sao paulo,SP,1897
SEL1898,7077,garulhos,SP,1898
SEL1899,30270,belo horizonte,MG,1899
SEL1900,82640,curitiba,PR,1900
SEL1901,89117,gaspar,SC,1901
SEL1902,14940,ibitinga,SP,1902
SEL1903,85601,francisco beltrao,PR,1903
SEL1904,87030,maringa,PR,1904
SEL1905,1511,sao paulo,SP,1905
SEL1906,80240,curitiba,SP,1906
SEL1907,17514,marilia,SP,1907
SEL1908,2013,sao paulo,SP,1908
SEL1909,18200,itapetininga,SP,1909
SEL1910,35530,claudio,MG,1910
SEL1911,13240,jarinu,SP,1911
SEL1912,13347,indaiatuba,SP,1912
SEL1913,15025,sao jose do rio preto,SP,1913
SEL1914,14057,ribeirao preto,SP,1914
SEL1915,38402,uberlandia,MG,1915
SEL1916,31920,belo horizonte,MG,1916
SEL1917,1215,sao paulo,SP,1917
SEL1918,82510,curitiba,PR,1918
SEL1919,95150,nova petropolis,RS,1919
SEL1920,13454,santa barbara d'oeste,SP,1920
SEL1921,14079,ribeirao preto / sao paulo,SP,1921
SEL1922,4276,sao paulo,SP,1922
SEL1923,13506,rio claro,SP,1923
SEL1924,15807,catanduva,SP,1924
SEL1925,88340,camboriu,SC,1925
SEL1926,14076,ribeirao preto,SP,1926
SEL1927,88270,nova trento,SC,1927
SEL1928,18103,sorocaba,SP,1928
SEL1929,96020,pelotas,RS,1929
SEL1930,82510,curitiba,PR,1930
SEL1931,65072,sao luis,MA,1931
SEL1932,2285,sao paulo,SP,1932
SEL1933,86039,londrina,PR,1933
SEL1934,81770,curitiba,PR,1934
SEL1935,19013,presidente prudente,SP,1935
SEL1936,22775,rio de janeiro,RJ,1936
SEL1937,3963,sao paulo,SP,1937
SEL1938,15051,sao jose do rio pret,SP,1938
SEL1939,13160,artur nogueira,SP,1939
SEL1940,19806,assis,SP,1940
SEL1941,8275,sao paulo,SP,1941
SEL1942,13420,sao paulo,SP,1942
SEL1943,13330,indaiatuba,SP,1943
SEL1944,88102,sao jose,SC,1944
SEL1945,70070,brasilia,DF,1945
SEL1946,61760,eusebio,CE,1946
SEL1947,89069,blumenau,SC,1947
SEL1948,95800,venancio aires,RS,1948
SEL1949,85880,itaipulandia,PR,1949
SEL1950,7056,guarulhos,SP,1950
SEL1951,9111,santo andre,SP,1951
SEL1952,3378,sao paulo,SP,1952
SEL1953,13040,campinas,SP,1953
SEL1954,4850,sao paulo,SP,1954
SEL1955,87025,maringa,PR,1955
SEL1956,80540,curitiba,PR,1956
SEL1957,85601,francisco beltrao,PR,1957
SEL1958,83402,colombo,PR,1958
SEL1959,14940,ibitinga,SP,1959
SEL1960,86010,londrina,PR,1960
SEL1961,3431,sao paulo,SP,1961
SEL1962,14096,ribeirao preto,SP,1962
SEL1963,31210,belo horizonte,MG,1963
SEL1964,9541,sao caetano do sul,SP,1964
SEL1965,14090,ribeirao preto,SP,1965
SEL1966,15076,sao jose do rio preto,SP,1966
SEL1967,13070,campinas,SP,1967
SEL1968,5424,sao paulo,SP,1968
SEL1969,15093,sao jose do rio preto,SP,1969
SEL1970,93347,novo hamburgo,RS,1970
SEL1971,44600,ipira,BA,1971
SEL1972,2119,sao paulo,SP,1972
SEL1973,88306,itajai,SC,1973
SEL1974,52010,recife,PE,1974
SEL1975,83280,guaratuba,PR,1975
SEL1976,8290,sao paulo,SP,1976
SEL1977,83535,campo magro,PR,1977
SEL1978,3052,sao paulo,SP,1978
SEL1979,36325,tiradentes,MG,1979
SEL1980,30270,belo horizonte,MG,1980
SEL1981,13076,campinas,SP,1981
SEL1982,82515,curitiba,PR,1982
SEL1983,13456,santa barbara d'oeste,SP,1983
SEL1984,15075,sao jose do rio preto,SP,1984
SEL1985,19804,assis,SP,1985
SEL1986,8050,sao paluo,SP,1986
SEL1987,87060,maringa,PR,1987
SEL1988,11442,guaruja,SP,1988
SEL1989,4367,sao paulo,SP,1989
SEL1990,26051,rio de janeiro,RJ,1990
SEL1991,87040,maringa,PR,1991
SEL1992,5061,sao paulo,SP,1992
SEL1993,85801,cascavel,PR,1993
SEL1994,13215,jundiai,SP,1994
SEL1995,83823,fazenda rio grande,PR,1995
SEL1996,37443,baependi,MG,1996
SEL1997,9170,santo andre,SP,1997
SEL1998,81070,curitiba,PR,1998
SEL1999,88090,florianopolis,SC,1999
SEL2000,81260,curitiba,PR,2000
SEL2001,4756,sao paulo,SP,2001
SEL2002,31255,belo horizonte,MG,2002
SEL2003,3809,sao paulo,SP,2003
SEL2004,14085,ribeirao preto,SP,2004
SEL2005,9812,sao bernardo do campo,SP,2005
SEL2006,5734,sao paulo,SP,2006
SEL2007,6900,embu guacu,SP,2007
SEL2008,24445,sao goncalo,RJ,2008
SEL2009,3461,sao paulo,SP,2009
SEL2010,35530,claudio,MG,2010
SEL2011,5763,sao paulo,SP,2011
SEL2012,72318,brasilia,DF,2012
SEL2013,17011,bauru,SP,2013
SEL2014,14085,ribeirao preto,SP,2014
SEL2015,79104,campo grande,MS,2015
SEL2016,9720,sao bernardo do campo,SP,2016
SEL2017,2451,sao paulo,SP,2017
SEL2018,85200,pitanga,PR,2018
SEL2019,3962,sao paulo,SP,2019
SEL2020,4282,sao paulo,SP,2020
SEL2021,6276,osasco,SP,2021
SEL2022,1021,sao paulo,SP,2022
SEL2023,86703,arapongas,PR,2023
SEL2024,14403,franca,SP,2024
SEL2025,11701,praia grande,SP,2025
SEL2026,14940,ibitinga,SP,2026
SEL2027,8226,sao paulo,SP,2027
SEL2028,9530,sao caetano do sul,SP,2028
SEL2029,3001,sao paulo,SP,2029
SEL2030,17056,bauru,SP,2030
SEL2031,4843,sao paulo,SP,2031
SEL2032,31520,belo horizonte,MG,2032
SEL2033,9350,maua,SP,2033
SEL2034,88075,florianopolis,SP,2034
SEL2035,14401,franca,SP,2035
SEL2036,38408,uberlandia,MG,2036
SEL2037,13456,santa barbara d'oeste,SP,2037
SEL2038,1550,sao paulo,SP,2038
SEL2039,74343,goiania,GO,2039
SEL2040,7133,guarulhos,SP,2040
SEL2041,81050,curitiba,PR,2041
SEL2042,89251,jaragua do sul,SC,2042
SEL2043,96530,paraiso do sul,RS,2043
SEL2044,12570,aparecida,SP,2044
SEL2045,18015,sorocaba,SP,2045
SEL2046,36773,cataguases,MG,2046
SEL2047,2634,sao paulo,SP,2047
SEL2048,82520,curitiba,PR,2048
SEL2049,44600,ipira,SP,2049
SEL2050,17250,bariri,SP,2050
SEL2051,36300,sao joao del rei,MG,2051
SEL2052,12231,sao jose dos campos,SP,2052
SEL2053,13177,sumare,SP,2053
SEL2054,13465,americana,SP,2054
SEL2055,32185,contagem,MG,2055
SEL2056,3647,sao paulo,SP,2056
SEL2057,8710,mogi das cruzes,SP,2057
SEL2058,14940,ibitinga,SP,2058
SEL2059,4809,sao paulo,SP,2059
SEL2060,13900,amparo,SP,2060
SEL2061,27353,barra mansa,RJ,2061
SEL2062,88306,itajai,SC,2062
SEL2063,4362,sao paulo,SP,2063
SEL2064,29150,cariacica,ES,2064
SEL2065,11707,praia grande,SP,2065
SEL2066,20910,rio de janeiro,RJ,2066
SEL2067,3171,sao paulo,SP,2067
SEL2068,75345,abadia de goias,GO,2068
SEL2069,89165,rio do sul,SC,2069
SEL2070,13504,rio claro,SP,2070
SEL2071,3573,sao paulo,SP,2071
SEL2072,3929,sao paulo,SP,2072
SEL2073,85905,toledo,PR,2073
SEL2074,3191,sao paulo,SP,2074
SEL2075,7077,guarulhos,SP,2075
SEL2076,16074,aracatuba,SP,2076
SEL2077,17512,marilia,SP,2077
SEL2078,93425,novo hamburgo,RS,2078
SEL2079,13473,americana,SP,2079
SEL2080,30170,belo horizonte,MG,2080
SEL2081,3410,sao paulo,SP,2081
SEL2082,1552,sao paulo,SP,2082
SEL2083,91910,porto alegre,RS,2083
SEL2084,4763,sao paulo,SP,2084
SEL2085,12230,sao jose dos campos,SP,2085
SEL2086,6409,barueri,SP,2086
SEL2087,83005,sao jose dos pinhais,PR,2087
SEL2088,97110,santa maria,RS,2088
SEL2089,4276,sao paulo,SP,2089
SEL2090,13560,sao carlos,SP,2090
SEL2091,81520,curitiba,PR,2091
SEL2092,74550,goiania,GO,2092
