product_id_pref;product_category_name;product_name_lenght;product_description_lenght;product_photos_qty;product_weight_g;product_length_cm;product_height_cm;product_width_cm
PRO15572;ferramentas_jardim;43,0;84,0;2,0;300,0;16,0;6,0;11,0
PRO15573;telefonia_fixa;35,0;984,0;3,0;290,0;17,0;8,0;13,0
PRO15574;relogios_presentes;57,0;569,0;1,0;250,0;16,0;11,0;11,0
PRO15575;perfumaria;31,0;895,0;1,0;350,0;19,0;4,0;19,0
PRO15576;utilidades_domesticas;46,0;686,0;2,0;4100,0;55,0;16,0;30,0
PRO15577;fashion_bolsas_e_acessorios;58,0;719,0;2,0;350,0;16,0;2,0;11,0
PRO15578;eletronicos;51,0;871,0;5,0;500,0;20,0;5,0;12,0
PRO15579;beleza_saude;44,0;2339,0;1,0;3250,0;26,0;33,0;12,0
PRO15580;brinquedos;40,0;789,0;1,0;447,0;25,0;8,0;26,0
PRO15581;moveis_decoracao;58,0;598,0;1,0;200,0;35,0;10,0;25,0
PRO15582;moveis_decoracao;58,0;599,0;1,0;18800,0;60,0;70,0;60,0
PRO15583;esporte_lazer;40,0;1135,0;1,0;1155,0;21,0;22,0;18,0
PRO15584;cama_mesa_banho;56,0;691,0;1,0;2150,0;16,0;50,0;40,0
PRO15585;esporte_lazer;27,0;624,0;1,0;491,0;16,0;12,0;13,0
PRO15586;papelaria;53,0;521,0;4,0;300,0;21,0;10,0;15,0
PRO15587;cool_stuff;56,0;186,0;1,0;5417,0;35,0;42,0;30,0
PRO15588;fashion_bolsas_e_acessorios;57,0;719,0;2,0;200,0;16,0;2,0;11,0
PRO15589;bebes;36,0;1099,0;1,0;2400,0;45,0;15,0;40,0
PRO15590;informatica_acessorios;42,0;149,0;1,0;300,0;50,0;5,0;20,0
PRO15591;pet_shop;53,0;411,0;3,0;750,0;20,0;20,0;30,0
PRO15592;cama_mesa_banho;51,0;673,0;1,0;1400,0;30,0;5,0;30,0
PRO15593;cama_mesa_banho;55,0;139,0;3,0;950,0;36,0;6,0;27,0
PRO15594;cama_mesa_banho;56,0;275,0;1,0;1500,0;55,0;25,0;35,0
PRO15595;cama_mesa_banho;41,0;174,0;1,0;1050,0;45,0;15,0;35,0
PRO15596;papelaria;58,0;502,0;6,0;400,0;21,0;7,0;15,0
PRO15597;papelaria;57,0;396,0;3,0;6550,0;38,0;30,0;28,0
PRO15598;brinquedos;56,0;923,0;3,0;19500,0;45,0;50,0;45,0
PRO15599;moveis_decoracao;56,0;296,0;3,0;1350,0;100,0;7,0;15,0
PRO15600;esporte_lazer;51,0;642,0;1,0;16450,0;41,0;36,0;36,0
PRO15601;informatica_acessorios;30,0;357,0;1,0;83,0;19,0;8,0;15,0
PRO15602;automotivo;59,0;940,0;1,0;350,0;20,0;15,0;15,0
PRO15603;beleza_saude;49,0;776,0;8,0;1800,0;30,0;18,0;11,0
PRO15604;brinquedos;35,0;114,0;2,0;300,0;50,0;5,0;35,0
PRO15605;;;;;200,0;20,0;16,0;16,0
PRO15606;eletrodomesticos;60,0;124,0;1,0;350,0;27,0;13,0;17,0
PRO15607;beleza_saude;37,0;1148,0;1,0;525,0;23,0;12,0;15,0
PRO15608;eletrodomesticos_2;44,0;967,0;3,0;17600,0;65,0;55,0;35,0
PRO15609;automotivo;49,0;1062,0;3,0;200,0;25,0;3,0;14,0
PRO15610;utilidades_domesticas;35,0;1127,0;1,0;1400,0;16,0;16,0;16,0
PRO15611;cama_mesa_banho;54,0;385,0;2,0;900,0;30,0;9,0;20,0
PRO15612;relogios_presentes;57,0;3355,0;3,0;200,0;16,0;2,0;11,0
PRO15613;beleza_saude;60,0;516,0;1,0;1125,0;29,0;25,0;16,0
PRO15614;automotivo;58,0;368,0;4,0;200,0;30,0;30,0;30,0
PRO15615;esporte_lazer;63,0;549,0;3,0;5200,0;45,0;25,0;30,0
PRO15616;informatica_acessorios;38,0;1386,0;1,0;917,0;30,0;16,0;16,0
PRO15617;beleza_saude;63,0;2654,0;1,0;1750,0;16,0;16,0;15,0
PRO15618;alimentos_bebidas;52,0;2160,0;1,0;1800,0;20,0;20,0;20,0
PRO15619;eletronicos;58,0;256,0;3,0;300,0;16,0;5,0;20,0
PRO15620;cama_mesa_banho;47,0;729,0;1,0;2350,0;20,0;30,0;30,0
PRO15621;beleza_saude;54,0;1347,0;1,0;1600,0;30,0;30,0;16,0
PRO15622;ferramentas_jardim;59,0;151,0;1,0;2100,0;30,0;30,0;25,0
PRO15623;esporte_lazer;52,0;864,0;1,0;15600,0;69,0;57,0;22,0
PRO15624;telefonia_fixa;53,0;1021,0;2,0;900,0;20,0;20,0;20,0
PRO15625;esporte_lazer;30,0;394,0;2,0;16897,0;65,0;36,0;30,0
PRO15626;utilidades_domesticas;53,0;401,0;1,0;4750,0;22,0;22,0;22,0
PRO15627;agro_industria_e_comercio;50,0;936,0;6,0;6950,0;36,0;30,0;33,0
PRO15628;relogios_presentes;56,0;478,0;2,0;350,0;19,0;13,0;13,0
PRO15629;fashion_bolsas_e_acessorios;31,0;816,0;1,0;100,0;16,0;5,0;16,0
PRO15630;brinquedos;20,0;1760,0;1,0;800,0;31,0;10,0;26,0
PRO15631;informatica_acessorios;40,0;478,0;1,0;825,0;29,0;14,0;20,0
PRO15632;perfumaria;49,0;132,0;1,0;386,0;22,0;19,0;18,0
PRO15633;utilidades_domesticas;58,0;1581,0;4,0;3975,0;41,0;31,0;31,0
PRO15634;utilidades_domesticas;55,0;1266,0;1,0;800,0;24,0;14,0;24,0
PRO15635;automotivo;60,0;713,0;1,0;1700,0;16,0;16,0;16,0
PRO15636;fashion_calcados;54,0;451,0;5,0;1650,0;36,0;37,0;16,0
PRO15637;utilidades_domesticas;54,0;2050,0;4,0;2000,0;100,0;28,0;20,0
PRO15638;utilidades_domesticas;50,0;336,0;1,0;1600,0;25,0;25,0;25,0
PRO15639;beleza_saude;38,0;1218,0;1,0;275,0;32,0;4,0;22,0
PRO15640;brinquedos;45,0;709,0;3,0;250,0;16,0;26,0;16,0
PRO15641;utilidades_domesticas;49,0;738,0;2,0;5925,0;35,0;23,0;23,0
PRO15642;fashion_bolsas_e_acessorios;63,0;655,0;4,0;300,0;16,0;9,0;11,0
PRO15643;eletronicos;55,0;1040,0;4,0;200,0;16,0;5,0;11,0
PRO15644;esporte_lazer;41,0;1127,0;1,0;927,0;23,0;21,0;20,0
PRO15645;fashion_bolsas_e_acessorios;43,0;213,0;3,0;50,0;16,0;6,0;11,0
PRO15646;automotivo;57,0;312,0;5,0;50,0;24,0;2,0;17,0
PRO15647;moveis_decoracao;63,0;323,0;3,0;2000,0;32,0;5,0;22,0
PRO15648;relogios_presentes;54,0;446,0;2,0;277,0;23,0;15,0;23,0
PRO15649;brinquedos;53,0;1606,0;1,0;400,0;16,0;18,0;22,0
PRO15650;esporte_lazer;45,0;1418,0;1,0;575,0;20,0;16,0;16,0
PRO15651;fashion_bolsas_e_acessorios;57,0;360,0;3,0;600,0;43,0;16,0;27,0
PRO15652;esporte_lazer;45,0;157,0;2,0;350,0;24,0;4,0;14,0
PRO15653;moveis_decoracao;47,0;457,0;2,0;3100,0;30,0;30,0;30,0
PRO15654;brinquedos;51,0;1011,0;1,0;748,0;37,0;7,0;36,0
PRO15655;esporte_lazer;51,0;833,0;1,0;900,0;16,0;16,0;16,0
PRO15656;brinquedos;46,0;234,0;1,0;400,0;17,0;10,0;12,0
PRO15657;ferramentas_jardim;50,0;472,0;1,0;950,0;16,0;32,0;13,0
PRO15658;cool_stuff;39,0;771,0;1,0;1925,0;30,0;33,0;28,0
PRO15659;livros_tecnicos;24,0;896,0;1,0;400,0;16,0;2,0;23,0
PRO15660;esporte_lazer;47,0;552,0;1,0;350,0;20,0;35,0;20,0
PRO15661;alimentos;56,0;2601,0;7,0;2717,0;25,0;16,0;17,0
PRO15662;relogios_presentes;55,0;1050,0;1,0;600,0;16,0;11,0;11,0
PRO15663;fashion_bolsas_e_acessorios;35,0;815,0;1,0;150,0;16,0;5,0;16,0
PRO15664;esporte_lazer;56,0;2079,0;1,0;2825,0;30,0;25,0;25,0
PRO15665;moveis_decoracao;58,0;2047,0;1,0;1275,0;55,0;14,0;14,0
PRO15666;brinquedos;42,0;212,0;1,0;400,0;45,0;15,0;35,0
PRO15667;esporte_lazer;58,0;808,0;2,0;7000,0;50,0;30,0;30,0
PRO15668;beleza_saude;60,0;762,0;1,0;425,0;17,0;11,0;14,0
PRO15669;cama_mesa_banho;58,0;689,0;1,0;950,0;45,0;15,0;35,0
PRO15670;esporte_lazer;63,0;1244,0;2,0;28500,0;105,0;65,0;25,0
PRO15671;automotivo;59,0;3696,0;3,0;3500,0;21,0;17,0;16,0
PRO15672;esporte_lazer;59,0;1455,0;1,0;2200,0;36,0;20,0;30,0
PRO15673;telefonia;58,0;1500,0;4,0;700,0;32,0;15,0;21,0
PRO15674;utilidades_domesticas;48,0;174,0;1,0;350,0;35,0;20,0;35,0
PRO15675;moveis_decoracao;59,0;438,0;1,0;1200,0;30,0;5,0;20,0
PRO15676;moveis_decoracao;56,0;1002,0;2,0;2,0;11,0;11,0;52,0
PRO15677;;;;;4600,0;40,0;40,0;40,0
PRO15678;fashion_roupa_masculina;32,0;713,0;2,0;800,0;20,0;7,0;20,0
PRO15679;brinquedos;32,0;532,0;3,0;600,0;19,0;39,0;25,0
PRO15680;instrumentos_musicais;49,0;966,0;1,0;11800,0;36,0;23,0;64,0
PRO15681;agro_industria_e_comercio;40,0;160,0;1,0;200,0;24,0;13,0;13,0
PRO15682;moveis_decoracao;53,0;737,0;3,0;1500,0;49,0;11,0;49,0
PRO15683;bebes;52,0;708,0;1,0;200,0;18,0;8,0;24,0
PRO15684;moveis_decoracao;63,0;627,0;2,0;2500,0;38,0;7,0;28,0
PRO15685;perfumaria;31,0;1097,0;2,0;308,0;22,0;17,0;20,0
PRO15686;papelaria;42,0;186,0;3,0;250,0;24,0;7,0;14,0
PRO15687;moveis_escritorio;38,0;1337,0;5,0;650,0;23,0;15,0;15,0
PRO15688;cool_stuff;53,0;1238,0;1,0;800,0;16,0;23,0;15,0
PRO15689;moveis_decoracao;45,0;318,0;1,0;3500,0;40,0;20,0;40,0
PRO15690;fashion_bolsas_e_acessorios;58,0;571,0;5,0;150,0;17,0;9,0;17,0
PRO15691;esporte_lazer;59,0;918,0;4,0;1100,0;30,0;34,0;29,0
PRO15692;moveis_decoracao;60,0;201,0;5,0;4750,0;50,0;8,0;30,0
PRO15693;consoles_games;38,0;1276,0;2,0;400,0;20,0;30,0;20,0
PRO15694;automotivo;54,0;671,0;1,0;550,0;16,0;5,0;11,0
PRO15695;cama_mesa_banho;58,0;696,0;1,0;2300,0;42,0;10,0;36,0
PRO15696;relogios_presentes;35,0;251,0;1,0;350,0;16,0;2,0;11,0
PRO15697;cama_mesa_banho;55,0;497,0;2,0;6700,0;50,0;20,0;40,0
PRO15698;beleza_saude;43,0;1187,0;1,0;1450,0;20,0;20,0;20,0
PRO15699;brinquedos;48,0;356,0;2,0;2500,0;36,0;20,0;28,0
PRO15700;esporte_lazer;49,0;569,0;1,0;200,0;26,0;16,0;16,0
PRO15701;esporte_lazer;58,0;1221,0;2,0;1000,0;27,0;15,0;22,0
PRO15702;moveis_decoracao;49,0;612,0;1,0;2200,0;30,0;35,0;30,0
PRO15703;moveis_decoracao;49,0;1749,0;3,0;4200,0;105,0;3,0;70,0
PRO15704;papelaria;39,0;219,0;4,0;1700,0;22,0;50,0;30,0
PRO15705;automotivo;48,0;686,0;2,0;1950,0;20,0;20,0;20,0
PRO15706;papelaria;55,0;202,0;8,0;9700,0;35,0;60,0;40,0
PRO15707;relogios_presentes;56,0;610,0;6,0;250,0;16,0;2,0;11,0
PRO15708;informatica_acessorios;33,0;499,0;1,0;150,0;16,0;15,0;13,0
PRO15709;construcao_ferramentas_construcao;53,0;302,0;2,0;200,0;17,0;12,0;20,0
PRO15710;moveis_quarto;44,0;776,0;2,0;10000,0;65,0;35,0;35,0
PRO15711;moveis_decoracao;63,0;838,0;1,0;1500,0;43,0;5,0;30,0
PRO15712;cama_mesa_banho;51,0;383,0;1,0;1150,0;37,0;9,0;30,0
PRO15713;perfumaria;56,0;571,0;4,0;1700,0;20,0;24,0;30,0
PRO15714;relogios_presentes;40,0;629,0;2,0;600,0;20,0;13,0;18,0
PRO15715;brinquedos;21,0;283,0;3,0;2800,0;71,0;13,0;36,0
PRO15716;malas_acessorios;41,0;230,0;1,0;800,0;45,0;10,0;32,0
PRO15717;esporte_lazer;35,0;547,0;1,0;891,0;25,0;19,0;20,0
PRO15718;bebes;28,0;855,0;2,0;1000,0;30,0;10,0;25,0
PRO15719;brinquedos;56,0;692,0;2,0;6500,0;61,0;25,0;41,0
PRO15720;esporte_lazer;54,0;1552,0;1,0;450,0;36,0;18,0;18,0
PRO15721;;;;;2200,0;36,0;15,0;36,0
PRO15722;cama_mesa_banho;56,0;718,0;1,0;600,0;30,0;12,0;12,0
PRO15723;cama_mesa_banho;53,0;208,0;1,0;450,0;16,0;10,0;16,0
PRO15724;perfumaria;42,0;794,0;1,0;550,0;25,0;15,0;17,0
PRO15725;pet_shop;47,0;652,0;4,0;1350,0;40,0;20,0;30,0
PRO15726;malas_acessorios;44,0;218,0;1,0;200,0;16,0;5,0;16,0
PRO15727;pet_shop;44,0;283,0;1,0;400,0;16,0;16,0;16,0
PRO15728;papelaria;50,0;366,0;4,0;200,0;51,0;15,0;15,0
PRO15729;beleza_saude;58,0;323,0;2,0;2000,0;30,0;12,0;16,0
PRO15730;telefonia;51,0;1568,0;1,0;150,0;18,0;6,0;20,0
PRO15731;informatica_acessorios;51,0;1147,0;4,0;1050,0;105,0;11,0;12,0
PRO15732;esporte_lazer;38,0;347,0;2,0;800,0;26,0;14,0;16,0
PRO15733;telefonia;39,0;1440,0;2,0;125,0;19,0;5,0;11,0
PRO15734;utilidades_domesticas;57,0;965,0;2,0;1500,0;32,0;15,0;32,0
PRO15735;beleza_saude;55,0;1962,0;1,0;500,0;16,0;13,0;13,0
PRO15736;pet_shop;56,0;834,0;17,0;7300,0;33,0;30,0;44,0
PRO15737;;;;;500,0;24,0;4,0;15,0
PRO15738;utilidades_domesticas;56,0;729,0;4,0;1600,0;16,0;27,0;40,0
PRO15739;fashion_bolsas_e_acessorios;55,0;1359,0;1,0;200,0;16,0;2,0;20,0
PRO15740;informatica_acessorios;44,0;586,0;1,0;550,0;16,0;14,0;17,0
PRO15741;esporte_lazer;53,0;985,0;1,0;800,0;21,0;26,0;21,0
PRO15742;;;;;250,0;16,0;4,0;11,0
PRO15743;informatica_acessorios;34,0;461,0;4,0;2400,0;60,0;45,0;20,0
PRO15744;ferramentas_jardim;56,0;2340,0;3,0;850,0;24,0;9,0;27,0
PRO15745;beleza_saude;48,0;333,0;1,0;675,0;23,0;15,0;14,0
PRO15746;pet_shop;32,0;1920,0;2,0;300,0;18,0;9,0;13,0
PRO15747;informatica_acessorios;39,0;466,0;1,0;200,0;16,0;19,0;16,0
PRO15748;eletronicos;53,0;386,0;2,0;433,0;20,0;11,0;16,0
PRO15749;fashion_bolsas_e_acessorios;45,0;1382,0;1,0;200,0;16,0;2,0;11,0
PRO15750;bebes;44,0;1441,0;1,0;3900,0;41,0;17,0;49,0
PRO15751;informatica_acessorios;56,0;568,0;1,0;400,0;21,0;7,0;28,0
PRO15752;perfumaria;59,0;670,0;2,0;500,0;16,0;16,0;22,0
PRO15753;casa_conforto;58,0;217,0;3,0;900,0;30,0;20,0;30,0
PRO15754;cama_mesa_banho;45,0;759,0;1,0;9550,0;33,0;44,0;33,0
PRO15755;beleza_saude;31,0;1356,0;2,0;525,0;21,0;18,0;16,0
PRO15756;informatica_acessorios;56,0;388,0;2,0;125,0;14,0;11,0;11,0
PRO15757;telefonia;53,0;602,0;2,0;150,0;19,0;4,0;20,0
PRO15758;beleza_saude;55,0;1216,0;1,0;1183,0;20,0;24,0;19,0
PRO15759;cama_mesa_banho;57,0;262,0;1,0;2400,0;45,0;15,0;35,0
PRO15760;livros_interesse_geral;37,0;1287,0;2,0;1900,0;16,0;2,0;11,0
PRO15761;esporte_lazer;33,0;1753,0;1,0;11780,0;56,0;29,0;29,0
PRO15762;cama_mesa_banho;58,0;188,0;1,0;1200,0;44,0;2,0;35,0
PRO15763;brinquedos;60,0;1216,0;4,0;1200,0;28,0;13,0;21,0
PRO15764;beleza_saude;50,0;627,0;3,0;160,0;14,0;15,0;14,0
PRO15765;moveis_sala;32,0;498,0;3,0;1925,0;40,0;35,0;19,0
PRO15766;moveis_decoracao;59,0;325,0;3,0;400,0;16,0;2,0;11,0
PRO15767;moveis_cozinha_area_de_servico_jantar_e_jardim;57,0;1124,0;4,0;4550,0;55,0;10,0;35,0
PRO15768;beleza_saude;39,0;337,0;1,0;300,0;16,0;10,0;20,0
PRO15769;beleza_saude;44,0;1529,0;4,0;300,0;17,0;7,0;12,0
PRO15770;construcao_ferramentas_construcao;55,0;510,0;8,0;7300,0;35,0;14,0;35,0
PRO15771;moveis_decoracao;49,0;1260,0;2,0;800,0;60,0;7,0;11,0
PRO15772;sinalizacao_e_seguranca;32,0;1187,0;2,0;250,0;16,0;7,0;11,0
PRO15773;cama_mesa_banho;42,0;325,0;3,0;2650,0;16,0;16,0;62,0
PRO15774;moveis_decoracao;28,0;419,0;3,0;200,0;105,0;20,0;60,0
PRO15775;moveis_decoracao;41,0;1001,0;1,0;1300,0;17,0;27,0;17,0
PRO15776;bebes;50,0;844,0;4,0;1400,0;20,0;15,0;15,0
PRO15777;informatica_acessorios;38,0;951,0;1,0;225,0;16,0;5,0;13,0
PRO15778;relogios_presentes;56,0;568,0;2,0;500,0;16,0;11,0;11,0
PRO15779;ferramentas_jardim;37,0;757,0;3,0;255,0;29,0;9,0;20,0
PRO15780;automotivo;48,0;538,0;1,0;6050,0;40,0;30,0;30,0
PRO15781;fashion_bolsas_e_acessorios;44,0;466,0;15,0;1000,0;20,0;10,0;20,0
PRO15782;beleza_saude;59,0;692,0;3,0;175,0;18,0;11,0;11,0
PRO15783;esporte_lazer;60,0;729,0;4,0;400,0;16,0;6,0;11,0
PRO15784;cama_mesa_banho;57,0;204,0;1,0;3050,0;45,0;20,0;25,0
PRO15785;automotivo;53,0;993,0;4,0;950,0;41,0;45,0;11,0
PRO15786;livros_tecnicos;29,0;247,0;1,0;800,0;23,0;3,0;16,0
PRO15787;beleza_saude;56,0;990,0;2,0;200,0;16,0;16,0;16,0
PRO15788;ferramentas_jardim;41,0;1094,0;1,0;1100,0;16,0;6,0;11,0
PRO15789;moveis_decoracao;34,0;259,0;2,0;8400,0;40,0;30,0;40,0
PRO15790;automotivo;50,0;3424,0;5,0;200,0;16,0;5,0;16,0
PRO15791;moveis_decoracao;57,0;726,0;2,0;1600,0;35,0;10,0;35,0
PRO15792;moveis_decoracao;63,0;390,0;1,0;1550,0;40,0;15,0;35,0
PRO15793;moveis_decoracao;63,0;1052,0;1,0;5900,0;52,0;53,0;18,0
PRO15794;automotivo;60,0;703,0;6,0;6300,0;47,0;19,0;23,0
PRO15795;relogios_presentes;47,0;1096,0;2,0;400,0;17,0;10,0;12,0
PRO15796;moveis_quarto;55,0;1939,0;2,0;200,0;16,0;2,0;11,0
PRO15797;cama_mesa_banho;49,0;544,0;1,0;4300,0;35,0;35,0;35,0
PRO15798;informatica_acessorios;58,0;174,0;3,0;1550,0;20,0;4,0;20,0
PRO15799;cool_stuff;57,0;831,0;2,0;700,0;16,0;16,0;16,0
PRO15800;utilidades_domesticas;55,0;1117,0;1,0;500,0;25,0;25,0;25,0
PRO15801;esporte_lazer;60,0;373,0;1,0;600,0;50,0;5,0;16,0
PRO15802;pet_shop;34,0;630,0;1,0;127,0;18,0;10,0;14,0
PRO15803;fashion_bolsas_e_acessorios;35,0;232,0;2,0;200,0;19,0;11,0;15,0
PRO15804;automotivo;54,0;157,0;1,0;2200,0;16,0;16,0;16,0
PRO15805;perfumaria;51,0;315,0;1,0;350,0;18,0;13,0;18,0
PRO15806;automotivo;52,0;286,0;3,0;375,0;17,0;4,0;14,0
PRO15807;relogios_presentes;57,0;1057,0;1,0;300,0;28,0;10,0;18,0
PRO15808;moveis_decoracao;40,0;241,0;5,0;8050,0;82,0;6,0;82,0
PRO15809;bebes;51,0;737,0;2,0;400,0;29,0;18,0;17,0
PRO15810;pet_shop;63,0;1148,0;1,0;350,0;20,0;20,0;20,0
PRO15811;construcao_ferramentas_ferramentas;59,0;326,0;1,0;800,0;30,0;30,0;30,0
PRO15812;esporte_lazer;22,0;608,0;1,0;10450,0;33,0;10,0;11,0
PRO15813;construcao_ferramentas_construcao;57,0;1505,0;1,0;1000,0;60,0;15,0;30,0
PRO15814;livros_tecnicos;42,0;1413,0;1,0;600,0;17,0;24,0;11,0
PRO15815;moveis_decoracao;46,0;1270,0;2,0;1750,0;30,0;37,0;23,0
PRO15816;cama_mesa_banho;58,0;783,0;1,0;713,0;34,0;6,0;29,0
PRO15817;pet_shop;59,0;612,0;1,0;2700,0;40,0;12,0;40,0
PRO15818;livros_interesse_geral;49,0;811,0;6,0;550,0;20,0;16,0;16,0
PRO15819;beleza_saude;52,0;1036,0;1,0;1300,0;27,0;9,0;18,0
PRO15820;esporte_lazer;52,0;234,0;4,0;2250,0;20,0;20,0;20,0
PRO15821;alimentos;60,0;2690,0;1,0;250,0;16,0;16,0;16,0
PRO15822;esporte_lazer;57,0;920,0;2,0;2400,0;20,0;20,0;20,0
PRO15823;automotivo;54,0;809,0;1,0;10500,0;65,0;65,0;14,0
PRO15824;perfumaria;37,0;296,0;2,0;200,0;18,0;3,0;11,0
PRO15825;cama_mesa_banho;59,0;289,0;1,0;2150,0;35,0;9,0;33,0
PRO15826;pcs;58,0;1305,0;1,0;8750,0;41,0;41,0;21,0
PRO15827;moveis_decoracao;63,0;184,0;4,0;8200,0;100,0;7,0;70,0
PRO15828;cama_mesa_banho;51,0;215,0;1,0;2350,0;40,0;6,0;30,0
PRO15829;ferramentas_jardim;29,0;274,0;1,0;200,0;39,0;3,0;13,0
PRO15830;construcao_ferramentas_seguranca;60,0;2744,0;2,0;200,0;20,0;20,0;20,0
PRO15831;esporte_lazer;32,0;1042,0;1,0;200,0;18,0;11,0;13,0
PRO15832;informatica_acessorios;39,0;604,0;4,0;250,0;43,0;2,0;30,0
PRO15833;telefonia;35,0;156,0;3,0;100,0;18,0;6,0;11,0
PRO15834;cama_mesa_banho;53,0;128,0;2,0;950,0;50,0;5,0;50,0
PRO15835;pet_shop;49,0;261,0;1,0;1500,0;35,0;20,0;25,0
PRO15836;automotivo;58,0;567,0;1,0;200,0;16,0;6,0;11,0
PRO15837;;;;;900,0;40,0;35,0;35,0
PRO15838;bebes;56,0;518,0;4,0;900,0;35,0;22,0;45,0
PRO15839;cama_mesa_banho;55,0;624,0;2,0;467,0;45,0;4,0;35,0
PRO15840;perfumaria;51,0;805,0;1,0;540,0;23,0;13,0;19,0
PRO15841;brinquedos;56,0;367,0;2,0;850,0;40,0;30,0;16,0
PRO15842;eletroportateis;56,0;257,0;1,0;400,0;27,0;13,0;17,0
PRO15843;automotivo;60,0;1780,0;2,0;550,0;21,0;18,0;13,0
PRO15844;esporte_lazer;45,0;573,0;3,0;150,0;27,0;31,0;18,0
PRO15845;casa_construcao;29,0;869,0;7,0;8300,0;40,0;30,0;25,0
PRO15846;esporte_lazer;52,0;538,0;4,0;1900,0;47,0;14,0;35,0
PRO15847;cool_stuff;51,0;516,0;1,0;5200,0;37,0;20,0;34,0
PRO15848;beleza_saude;41,0;131,0;1,0;1650,0;18,0;19,0;13,0
PRO15849;automotivo;53,0;1771,0;1,0;14100,0;16,0;2,0;11,0
PRO15850;beleza_saude;31,0;867,0;2,0;600,0;20,0;5,0;15,0
PRO15851;brinquedos;63,0;1047,0;6,0;2850,0;65,0;24,0;16,0
PRO15852;moveis_decoracao;52,0;721,0;3,0;1350,0;34,0;6,0;28,0
PRO15853;esporte_lazer;61,0;991,0;4,0;150,0;26,0;2,0;21,0
PRO15854;relogios_presentes;59,0;696,0;3,0;200,0;16,0;2,0;20,0
PRO15855;relogios_presentes;53,0;1295,0;3,0;500,0;16,0;14,0;11,0
PRO15856;fashion_bolsas_e_acessorios;51,0;220,0;2,0;150,0;24,0;4,0;34,0
PRO15857;utilidades_domesticas;56,0;1005,0;1,0;14250,0;50,0;42,0;41,0
PRO15858;esporte_lazer;55,0;1976,0;2,0;1400,0;16,0;27,0;16,0
PRO15859;livros_tecnicos;57,0;440,0;1,0;450,0;23,0;2,0;16,0
PRO15860;construcao_ferramentas_construcao;55,0;456,0;1,0;150,0;20,0;3,0;20,0
PRO15861;cama_mesa_banho;53,0;177,0;1,0;400,0;16,0;10,0;16,0
PRO15862;ferramentas_jardim;50,0;1194,0;4,0;1733,0;22,0;21,0;19,0
PRO15863;brinquedos;27,0;702,0;2,0;250,0;17,0;7,0;18,0
PRO15864;;;;;1200,0;27,0;10,0;20,0
PRO15865;fashion_calcados;55,0;344,0;3,0;1900,0;36,0;37,0;16,0
PRO15866;relogios_presentes;39,0;516,0;2,0;850,0;48,0;16,0;35,0
PRO15867;utilidades_domesticas;59,0;167,0;5,0;2000,0;40,0;12,0;40,0
PRO15868;bebidas;31,0;321,0;1,0;400,0;34,0;13,0;26,0
PRO15869;moveis_decoracao;51,0;826,0;1,0;900,0;40,0;5,0;40,0
PRO15870;;;;;1000,0;20,0;15,0;20,0
PRO15871;cama_mesa_banho;60,0;230,0;1,0;2600,0;35,0;9,0;25,0
PRO15872;brinquedos;31,0;1130,0;1,0;3000,0;43,0;19,0;37,0
PRO15873;cama_mesa_banho;50,0;558,0;1,0;2300,0;25,0;25,0;25,0
PRO15874;papelaria;39,0;262,0;1,0;1700,0;20,0;55,0;35,0
PRO15875;malas_acessorios;32,0;1356,0;1,0;19200,0;40,0;77,0;55,0
PRO15876;automotivo;59,0;1116,0;3,0;450,0;16,0;5,0;11,0
PRO15877;telefonia_fixa;59,0;1809,0;5,0;1850,0;26,0;21,0;23,0
PRO15878;pet_shop;52,0;427,0;5,0;100,0;27,0;9,0;26,0
PRO15879;beleza_saude;33,0;1230,0;1,0;600,0;20,0;8,0;13,0
PRO15880;papelaria;44,0;231,0;1,0;700,0;46,0;10,0;33,0
PRO15881;cama_mesa_banho;50,0;620,0;1,0;1700,0;30,0;10,0;38,0
PRO15882;bebes;35,0;805,0;1,0;3045,0;55,0;60,0;30,0
PRO15883;esporte_lazer;39,0;1765,0;1,0;4000,0;26,0;26,0;26,0
PRO15884;automotivo;47,0;2031,0;1,0;4725,0;40,0;25,0;30,0
PRO15885;automotivo;57,0;527,0;2,0;450,0;23,0;25,0;24,0
PRO15886;utilidades_domesticas;52,0;338,0;1,0;1400,0;24,0;7,0;12,0
PRO15887;fashion_roupa_feminina;43,0;1621,0;2,0;500,0;16,0;2,0;11,0
PRO15888;cool_stuff;33,0;908,0;1,0;1000,0;40,0;40,0;30,0
PRO15889;construcao_ferramentas_construcao;60,0;339,0;1,0;13600,0;36,0;8,0;36,0
PRO15890;perfumaria;33,0;519,0;3,0;100,0;20,0;20,0;20,0
PRO15891;eletronicos;57,0;108,0;1,0;200,0;16,0;7,0;11,0
PRO15892;cama_mesa_banho;31,0;235,0;1,0;300,0;33,0;5,0;23,0
PRO15893;moveis_decoracao;24,0;498,0;2,0;400,0;16,0;25,0;15,0
PRO15894;fashion_bolsas_e_acessorios;36,0;412,0;5,0;150,0;16,0;5,0;20,0
PRO15895;esporte_lazer;50,0;830,0;1,0;700,0;16,0;15,0;15,0
PRO15896;telefonia;49,0;614,0;1,0;400,0;16,0;5,0;11,0
PRO15897;moveis_decoracao;60,0;769,0;2,0;3300,0;33,0;8,0;33,0
PRO15898;esporte_lazer;33,0;636,0;1,0;425,0;20,0;14,0;17,0
